epoch,step,train_loss_epoch,train_loss_step,train_mse_epoch,train_mse_step,val_loss_epoch,val_loss_step,val_mse_epoch,val_mse_step
,84,,,,,,0.2198091745376587,,0.2198091745376587
,85,,,,,,0.1989680528640747,,0.1989680528640747
,86,,,,,,0.2084403932094574,,0.2084403932094574
,87,,,,,,0.22280937433242798,,0.22280937433242798
,88,,,,,,0.20694950222969055,,0.20694950222969055
,89,,,,,,0.1831245720386505,,0.1831245720386505
8,332,,,,,0.20930151641368866,,0.20930151641368866,
8,332,15.773337364196777,,15.773337364196777,,,,,
9,349,,15.544529914855957,,15.544529914855957,,,,
,90,,,,,,0.10530858486890793,,0.10530858486890793
,91,,,,,,0.1248147189617157,,0.1248147189617157
,92,,,,,,0.11795602738857269,,0.11795602738857269
,93,,,,,,0.09255699068307877,,0.09255699068307877
,94,,,,,,0.11637554317712784,,0.11637554317712784
,95,,,,,,0.10053852200508118,,0.10053852200508118
,96,,,,,,0.10847020149230957,,0.10847020149230957
,97,,,,,,0.11889560520648956,,0.11889560520648956
,98,,,,,,0.10198745131492615,,0.10198745131492615
,99,,,,,,0.09851646423339844,,0.09851646423339844
9,369,,,,,0.10946585237979889,,0.10946585237979889,
9,369,15.678579330444336,,15.678579330444336,,,,,
