epoch,step,train_loss_epoch,train_loss_step,val_loss_epoch,val_loss_step
0,49,,1892.915771484375,,
0,99,,1666.638916015625,,
,0,,,,2059.98974609375
,1,,,,1848.74072265625
,2,,,,2123.30810546875
,3,,,,1647.272216796875
,4,,,,1747.72998046875
,5,,,,2239.94482421875
,6,,,,2434.384521484375
,7,,,,1502.964111328125
,8,,,,1564.481689453125
,9,,,,1993.9400634765625
,10,,,,2156.626708984375
,11,,,,1634.3062744140625
,12,,,,1801.830810546875
,13,,,,1845.441162109375
,14,,,,2127.263427734375
,15,,,,1562.06396484375
,16,,,,1841.155029296875
,17,,,,1784.25
,18,,,,1336.941650390625
,19,,,,1641.923583984375
,20,,,,2101.49365234375
,21,,,,2302.036865234375
,22,,,,1744.054443359375
,23,,,,2068.86181640625
,24,,,,2139.981201171875
,25,,,,2225.7890625
,26,,,,2087.867919921875
,27,,,,1682.027587890625
,28,,,,2321.355224609375
,29,,,,2296.915283203125
,30,,,,1826.808837890625
,31,,,,2418.199951171875
0,124,,,1929.4814453125,
0,124,1984.8702392578125,,,
1,149,,2079.01611328125,,
1,199,,1393.0693359375,,
1,249,,1752.9444580078125,,
,32,,,,2059.72314453125
,33,,,,1848.0220947265625
,34,,,,2122.56787109375
,35,,,,1646.5050048828125
,36,,,,1747.59130859375
,37,,,,2240.134033203125
,38,,,,2433.260009765625
,39,,,,1502.4146728515625
,40,,,,1564.0732421875
,41,,,,1992.859619140625
,42,,,,2155.1298828125
,43,,,,1633.6156005859375
,44,,,,1801.281005859375
,45,,,,1845.221923828125
,46,,,,2125.26708984375
,47,,,,1561.75341796875
,48,,,,1840.632080078125
,49,,,,1782.90869140625
,50,,,,1336.1865234375
,51,,,,1641.982177734375
,52,,,,2100.54248046875
,53,,,,2300.590087890625
,54,,,,1744.276123046875
,55,,,,2069.474853515625
,56,,,,2140.152099609375
,57,,,,2226.302734375
,58,,,,2087.25634765625
,59,,,,1681.3118896484375
,60,,,,2319.70458984375
,61,,,,2296.1708984375
,62,,,,1825.8614501953125
,63,,,,2416.752685546875
1,249,,,1928.8631591796875,
1,249,1970.9425048828125,,,
2,299,,1892.0076904296875,,
2,349,,2208.2939453125,,
,64,,,,2057.74853515625
,65,,,,1846.86865234375
,66,,,,2121.111572265625
,67,,,,1645.574462890625
,68,,,,1746.113037109375
,69,,,,2239.04248046875
,70,,,,2431.290283203125
,71,,,,1501.6383056640625
,72,,,,1563.28564453125
,73,,,,1991.39453125
,74,,,,2153.06298828125
,75,,,,1632.580322265625
,76,,,,1800.04736328125
,77,,,,1843.962646484375
,78,,,,2123.5625
,79,,,,1560.9149169921875
,80,,,,1839.4970703125
,81,,,,1781.423828125
,82,,,,1335.443603515625
,83,,,,1641.3704833984375
,84,,,,2098.78271484375
,85,,,,2298.97314453125
,86,,,,1744.072509765625
,87,,,,2066.766357421875
,88,,,,2139.34912109375
,89,,,,2224.149169921875
,90,,,,2085.76123046875
,91,,,,1680.32373046875
,92,,,,2318.12646484375
,93,,,,2294.9208984375
,94,,,,1824.5130615234375
,95,,,,2414.72509765625
2,374,,,1927.5311279296875,
2,374,1952.984375,,,
3,399,,2045.984619140625,,
3,449,,2223.399658203125,,
3,499,,1710.22314453125,,
,96,,,,2054.30029296875
,97,,,,1845.247314453125
,98,,,,2118.810546875
,99,,,,1644.611572265625
,100,,,,1743.17529296875
,101,,,,2236.6962890625
,102,,,,2427.3779296875
,103,,,,1500.83056640625
,104,,,,1562.23388671875
,105,,,,1989.8970947265625
,106,,,,2149.651123046875
,107,,,,1630.5413818359375
,108,,,,1798.4556884765625
,109,,,,1842.32470703125
,110,,,,2121.0888671875
,111,,,,1559.758056640625
,112,,,,1837.58447265625
,113,,,,1779.457275390625
,114,,,,1334.681640625
,115,,,,1640.702880859375
,116,,,,2095.41357421875
,117,,,,2296.56787109375
,118,,,,1742.776611328125
,119,,,,2062.28369140625
,120,,,,2136.82421875
,121,,,,2219.852294921875
,122,,,,2082.90087890625
,123,,,,1679.297119140625
,124,,,,2314.3759765625
,125,,,,2291.54150390625
,126,,,,1822.4136962890625
,127,,,,2412.119384765625
3,499,,,1925.2705078125,
3,499,1937.0689697265625,,,
4,549,,2132.326904296875,,
4,599,,1372.505615234375,,
,128,,,,2052.338623046875
,129,,,,1843.671875
,130,,,,2117.1337890625
,131,,,,1643.57861328125
,132,,,,1741.6793212890625
,133,,,,2234.96630859375
,134,,,,2425.156005859375
,135,,,,1499.868896484375
,136,,,,1561.040771484375
,137,,,,1988.5435791015625
,138,,,,2147.502197265625
,139,,,,1629.1177978515625
,140,,,,1796.840087890625
,141,,,,1840.9361572265625
,142,,,,2119.228759765625
,143,,,,1558.548583984375
,144,,,,1835.8917236328125
,145,,,,1778.010498046875
,146,,,,1333.790283203125
,147,,,,1640.276123046875
,148,,,,2093.491455078125
,149,,,,2294.45849609375
,150,,,,1741.35546875
,151,,,,2060.824951171875
,152,,,,2135.079833984375
,153,,,,2217.23193359375
,154,,,,2080.816650390625
,155,,,,1678.175537109375
,156,,,,2311.64599609375
,157,,,,2290.191162109375
,158,,,,1821.071533203125
,159,,,,2409.80224609375
4,624,,,1923.677001953125,
4,624,1920.8709716796875,,,
5,649,,1842.7479248046875,,
5,699,,1733.484130859375,,
5,749,,1963.4271240234375,,
,160,,,,2048.697509765625
,161,,,,1841.757568359375
,162,,,,2114.56787109375
,163,,,,1642.3084716796875
,164,,,,1739.0225830078125
,165,,,,2232.50732421875
,166,,,,2420.89892578125
,167,,,,1498.653076171875
,168,,,,1559.734130859375
,169,,,,1986.9251708984375
,170,,,,2143.8935546875
,171,,,,1626.696044921875
,172,,,,1794.80126953125
,173,,,,1838.80908203125
,174,,,,2116.67431640625
,175,,,,1557.163818359375
,176,,,,1833.336669921875
