popularity,duration_ms,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
76,291893,2016-08-12,0.794,0.632,0,-6.163,1,0.0649,0.142,0.0,0.128,0.355,145.926
3,101818,2018-01-05,0.568,0.291,1,-5.989,1,0.0525,0.569,0.0,0.124,0.326,131.766
37,311211,2013-09-02,0.739,0.953,11,-2.624,1,0.133,0.00801,0.0104,0.0623,0.516,127.987
73,198903,2018-10-25,0.703,0.723,9,-5.45,0,0.0412,0.0302,2.06e-06,0.126,0.288,104.969
69,201081,2019-04-05,0.628,0.64,6,-4.164,0,0.0491,0.0992,0.0,0.138,0.409,129.815
68,185067,2018-04-27,0.557,0.814,11,-3.241,1,0.0325,0.242,0.0,0.114,0.582,143.935
47,228707,2010-04-13,0.776,0.741,11,-5.041,0,0.109,0.108,0.0,0.166,0.783,104.999
22,225267,2012-12-28,0.666,0.92,5,-1.638,1,0.0863,0.0694,0.0509,0.059,0.633,122.032
52,200596,2015-04-13,0.678,0.578,8,-7.893,1,0.286,0.778,0.0,0.112,0.334,134.26
74,195053,2018-05-18,0.642,0.782,5,-3.395,0,0.0477,0.381,0.0,0.108,0.396,162.005
49,232693,2017-04-07,0.298,0.666,2,-4.179,0,0.035,0.00699,0.0809,0.155,0.189,159.823
56,171404,2019-11-08,0.623,0.628,2,-5.839,1,0.0479,0.33,1.9e-05,0.195,0.338,93.048
57,243120,2013-09-24,0.839,0.741,7,-7.27,1,0.0379,0.0294,0.0219,0.192,0.916,125.002
24,208426,2015-01-25,0.463,0.886,9,-4.53,1,0.0496,0.000828,0.0,0.119,0.663,161.927
61,192053,2014-10-20,0.302,0.191,2,-15.166,1,0.0318,0.741,9.6e-05,0.11,0.0703,75.704
9,163200,2018-12-21,0.64,0.952,4,-3.161,0,0.0531,0.0846,1.05e-06,0.407,0.292,124.964
0,220000,2015-11-11,0.652,0.908,0,-6.907,1,0.0638,0.0299,0.00314,0.33,0.449,125.029
74,197963,2020-02-07,0.656,0.89,5,-4.981,0,0.187,0.201,1.99e-06,0.101,0.268,100.037
41,215295,2013-09-02,0.559,0.916,11,-3.068,1,0.0626,0.0453,1.26e-05,0.224,0.195,128.012
61,190693,2018-09-11,0.546,0.813,1,-6.833,0,0.0519,0.00124,0.0,0.265,0.539,123.937
5,243810,2018-11-29,0.684,0.851,6,-5.944,0,0.0314,0.00166,0.362,0.578,0.147,126.013
59,174760,2020-06-12,0.436,0.896,0,-4.736,1,0.0384,5.54e-05,0.00995,0.165,0.933,174.962
36,290427,2011-01-01,0.578,0.845,0,-5.177,0,0.044,0.11,0.000434,0.126,0.372,83.98
45,233363,2018-12-14,0.816,0.519,2,-6.602,1,0.0884,0.0511,1.06e-06,0.0936,0.592,133.823
0,172787,2011-06-13,0.549,0.267,4,-14.858,1,0.0312,0.692,3.88e-06,0.145,0.685,113.685
50,211853,2012-05-11,0.76,0.877,2,-3.681,0,0.0355,0.0329,0.432,0.143,0.423,126.977
56,184705,2014-11-28,0.647,0.792,10,-6.391,0,0.0504,0.16,0.0,0.0624,0.351,122.432
71,180640,2017-03-17,0.485,0.332,4,-9.244,1,0.0338,0.784,0.000122,0.146,0.273,130.813
51,225800,2014-04-04,0.567,0.693,4,-5.455,1,0.0561,0.0196,4.39e-06,0.11,0.165,121.978
47,293733,2014-12-15,0.751,0.463,1,-10.966,1,0.281,0.0718,1.6e-05,0.105,0.276,124.009
61,223082,2015-08-28,0.586,0.83,0,-5.375,1,0.0416,0.00823,0.0028,0.348,0.486,120.017
57,194837,2020-05-28,0.537,0.342,11,-8.594,1,0.0717,0.711,0.0,0.0788,0.536,73.478
3,180228,2013-03-22,0.603,0.694,3,-5.766,0,0.0575,0.00421,0.0,0.0691,0.604,124.931
72,172758,2020-06-12,0.745,0.736,1,-5.258,0,0.29,0.142,1.1e-05,0.11,0.77,104.008
35,291094,2012-05-09,0.422,0.936,5,-3.835,0,0.126,0.00245,1.95e-05,0.231,0.226,159.941
1,237760,2021-04-09,0.489,0.315,1,-7.682,1,0.03,0.597,0.0,0.082,0.316,101.987
45,187027,2013-08-27,0.6,0.905,1,-3.41,0,0.0357,0.00274,0.0,0.831,0.636,124.032
68,226680,2011-03-18,0.436,0.893,9,-4.18,0,0.0556,0.000362,0.0,0.103,0.0794,124.113
62,256924,2018-03-02,0.497,0.375,4,-6.386,1,0.0328,0.845,0.0,0.265,0.214,130.226
56,215640,2013-01-01,0.465,0.772,5,-3.932,0,0.0378,0.0959,1.04e-05,0.167,0.257,155.83
79,192471,2019-06-28,0.682,0.559,0,-5.545,1,0.127,0.174,0.0,0.344,0.137,202.015
43,319987,2010-03-12,0.578,0.277,9,-10.529,0,0.0355,0.377,0.00185,0.0859,0.119,77.668
49,210600,2019-10-25,0.563,0.702,5,-6.002,1,0.0315,0.0138,0.0226,0.299,0.571,119.975
54,184213,2014,0.313,0.429,6,-7.415,1,0.0343,0.787,0.0,0.0863,0.416,77.27
82,145543,2018-10-05,0.897,0.662,1,-6.903,0,0.292,0.0852,0.0,0.534,0.389,112.511
57,186720,2011-03-14,0.543,0.122,0,-18.863,1,0.0337,0.915,0.0,0.373,0.282,99.835
66,233173,2013-01-01,0.631,0.819,9,-4.24,1,0.122,0.0767,0.0,0.1,0.733,125.928
70,190640,2017-06-16,0.637,0.853,1,-4.664,1,0.109,0.216,0.0,0.0357,0.861,93.87
46,67580,2017-06-02,0.629,0.53,10,-9.943,0,0.0556,0.713,0.0274,0.412,0.78,99.806
70,252253,2012-08-27,0.764,0.739,1,-6.422,1,0.0574,0.403,0.0,0.0821,0.77,132.995
74,217801,2020-10-02,0.499,0.612,4,-5.947,0,0.127,0.171,4.99e-05,0.0993,0.218,157.218
45,204747,2011-01-01,0.543,0.853,9,-5.356,0,0.0576,0.000244,1.92e-05,0.114,0.47,145.005
66,274282,2017-08-25,0.482,0.843,0,-5.909,1,0.288,0.0103,0.103,0.362,0.433,97.907
0,234974,2014-02-28,0.198,0.474,7,-6.749,1,0.0357,0.00175,0.000482,0.126,0.356,110.93
47,256000,2019-08-10,0.44,0.311,4,-11.531,1,0.0336,0.725,0.0,0.144,0.678,83.491
67,187027,2015-04-14,0.451,0.507,11,-6.24,1,0.0316,0.473,0.0,0.108,0.564,165.76
59,217413,2013-09-16,0.657,0.674,1,-5.273,1,0.0319,0.0326,1.88e-05,0.0947,0.336,106.005
63,174730,2018-02-07,0.789,0.73,7,-6.714,1,0.0578,0.0246,0.0213,0.124,0.464,125.074
48,178500,2016-06-10,0.585,0.677,4,-6.79,0,0.0731,0.12,0.0,0.0912,0.845,99.577
52,252053,2015-08-21,0.593,0.67,2,-8.434,1,0.212,0.0589,0.0,0.42,0.817,77.615
2,228667,2021-01-22,0.454,0.55,10,-11.165,1,0.0315,0.325,0.0844,0.0899,0.803,101.297
80,246240,2016-11-18,0.773,0.747,5,-4.061,1,0.0885,0.0242,8.99e-06,0.109,0.801,126.014
62,232627,2017-06-30,0.619,0.858,10,-5.28,1,0.0929,0.00791,0.0,0.173,0.23,106.017
0,267294,2020-05-25,0.677,0.772,2,-11.805,0,0.0311,0.00576,0.000393,0.0881,0.851,123.875
0,205773,2016-06-24,0.417,0.985,11,-3.604,0,0.101,0.00174,9.08e-06,0.318,0.294,94.844
57,247013,2011-03-14,0.436,0.244,0,-19.096,1,0.0339,0.87,0.000371,0.102,0.359,145.42
72,256043,2019-05-10,0.452,0.465,4,-10.006,0,0.0344,0.0589,0.000524,0.095,0.0832,149.586
53,184773,2010-10-05,0.534,0.922,8,-2.305,1,0.0568,0.00216,6.34e-05,0.257,0.71,98.022
35,292893,2019-12-12,0.519,0.572,0,-12.288,1,0.031,0.36,0.01,0.149,0.384,82.994
66,225067,2012-01-01,0.656,0.674,7,-5.473,1,0.0269,0.00242,0.0,0.255,0.369,120.001
5,247273,2013-01-03,0.545,0.706,1,-8.298,0,0.0332,0.00585,0.107,0.086,0.0941,132.011
51,195105,2011-01-01,0.72,0.925,4,-4.165,0,0.0511,0.0276,0.000238,0.14,0.781,127.004
50,223743,2018-10-05,0.602,0.507,7,-7.727,1,0.0302,0.0326,2.93e-06,0.127,0.171,117.044
6,252293,2016-05-04,0.289,0.731,5,-5.497,1,0.032,0.000628,0.0,0.414,0.417,79.023
79,285373,2020-11-20,0.702,0.773,10,-9.256,0,0.0343,0.0288,0.00871,0.147,0.953,103.564
73,171040,2015-05-18,0.365,0.851,4,-6.238,0,0.0645,0.0964,0.003,0.237,0.309,78.086
35,185147,2010-01-01,0.67,0.896,8,-4.673,1,0.0283,0.00155,0.0,0.188,0.65,122.047
54,237501,2017-05-12,0.754,0.739,4,-5.186,0,0.0383,0.0214,6.56e-06,0.114,0.573,112.996
42,471391,2010-05-10,0.842,0.599,3,-9.436,0,0.0769,0.00321,0.0167,0.0853,0.513,124.0
1,176000,2015-11-11,0.698,0.716,7,-7.327,0,0.0581,0.00328,0.000143,0.104,0.117,98.019
60,532307,2014-03-18,0.325,0.71,6,-6.545,1,0.0295,0.307,0.172,0.132,0.193,134.371
59,257547,2016-09-30,0.823,0.411,0,-7.061,1,0.0557,0.409,0.00135,0.649,0.397,90.997
52,209440,2012-01-01,0.553,0.827,3,-4.391,1,0.0589,0.439,0.0,0.0801,0.528,117.956
62,251423,2017-07-27,0.415,0.369,8,-10.044,1,0.0741,0.0303,7.64e-06,0.383,0.0913,95.746
40,173396,2019-06-05,0.611,0.463,7,-10.895,1,0.035,0.201,0.000236,0.0866,0.836,95.979
57,274307,2010-09-21,0.756,0.53,7,-9.639,1,0.142,0.00138,0.00701,0.323,0.524,79.855
69,185617,2017-10-05,0.605,0.553,10,-10.845,0,0.101,0.274,0.0152,0.184,0.62,152.076
62,212347,2010-01-01,0.562,0.414,7,-7.032,1,0.349,0.0445,0.0,0.204,0.474,155.826
13,164885,2017-12-22,0.837,0.769,7,-6.045,1,0.22,0.162,0.000251,0.227,0.681,122.948
60,225347,2011-03-11,0.504,0.41,11,-5.86,1,0.0288,0.0438,0.00123,0.108,0.134,98.022
29,239800,2021-02-26,0.37,0.694,10,-6.363,1,0.0442,0.539,3.27e-06,0.922,0.638,94.624
75,203093,2019-11-07,0.786,0.652,0,-2.607,1,0.0669,0.102,0.0,0.0697,0.483,170.031
65,189794,2017-03-17,0.608,0.307,5,-10.859,0,0.0285,0.749,0.000252,0.156,0.505,99.938
50,212227,2010-01-01,0.393,0.709,4,-7.446,1,0.0295,0.063,0.000935,0.16,0.249,104.315
3,134707,2019-07-19,0.515,0.949,9,-5.168,1,0.0399,0.234,9.81e-06,0.203,0.971,153.439
63,228837,2020-11-12,0.806,0.769,6,-5.127,0,0.111,0.158,2.25e-05,0.0824,0.478,104.981
45,188721,2016-01-16,0.511,0.491,11,-8.322,1,0.207,0.105,0.0,0.114,0.711,103.961
0,311027,2013-03-29,0.651,0.513,0,-15.215,1,0.0466,0.11,0.0538,0.117,0.922,103.054
47,314104,2010-10-19,0.623,0.633,0,-6.768,1,0.0563,0.277,0.0,0.0384,0.575,93.116
4,305764,2016-04-19,0.683,0.714,4,-8.702,1,0.0566,0.706,0.00676,0.102,0.741,174.018
50,257472,2014-06-10,0.462,0.604,1,-8.616,1,0.198,0.0665,0.0,0.0971,0.191,99.474
70,328893,2018-10-05,0.406,0.359,7,-6.145,1,0.0293,0.685,3.67e-06,0.122,0.202,109.246
51,202760,2020-04-27,0.754,0.909,0,-2.596,1,0.052,0.165,0.0,0.372,0.811,123.988
61,217027,2014-09-08,0.586,0.404,9,-11.94,0,0.0494,0.506,0.165,0.0821,0.369,133.901
59,223456,2019-09-23,0.593,0.629,7,-6.144,1,0.146,0.145,0.0,0.352,0.447,185.829
77,193613,2017-03-02,0.703,0.868,7,-4.661,0,0.0291,0.15,0.132,0.104,0.733,121.03
68,161747,2019-07-12,0.716,0.823,5,-5.313,0,0.0495,0.132,0.0,0.361,0.91,151.957
62,231587,2017-05-19,0.573,0.754,4,-4.788,1,0.0329,0.0248,0.00019,0.104,0.241,132.964
1,187500,2016-12-16,0.725,0.933,5,-4.098,0,0.111,0.0289,0.000274,0.375,0.744,120.04
62,237227,2018-10-12,0.857,0.658,0,-9.8,1,0.0388,0.015,0.266,0.105,0.703,122.969
50,228547,2016-12-09,0.509,0.484,8,-7.802,0,0.0701,0.394,3.41e-06,0.308,0.249,125.0
16,189000,2021-01-06,0.631,0.853,8,-4.514,1,0.0912,0.0622,0.0,0.0603,0.614,103.834
51,197680,2018-10-12,0.463,0.958,10,-3.622,0,0.122,0.0349,0.00785,0.0944,0.155,170.03
48,187167,2016-05-11,0.587,0.266,0,-12.109,1,0.0264,0.776,1.51e-05,0.106,0.074,101.989
57,385400,2013-08-23,0.378,0.975,1,-6.447,0,0.055,0.000128,0.0018,0.204,0.457,178.008
62,232600,2016-09-29,0.679,0.407,9,-7.778,1,0.0302,0.699,0.0,0.122,0.195,111.814
68,251147,2017-07-28,0.627,0.847,10,-5.303,1,0.0352,0.0237,0.0,0.212,0.611,126.017
78,166452,2019-06-07,0.797,0.86,10,-4.38,0,0.0413,0.0312,0.0137,0.334,0.192,124.033
74,175386,2020-02-21,0.417,0.729,6,-3.445,0,0.14,0.0146,0.0,0.122,0.407,110.499
41,192106,2017-09-29,0.873,0.485,2,-9.376,0,0.199,0.0887,1.85e-05,0.109,0.345,92.025
40,486773,2011-09-26,0.344,0.592,9,-7.309,1,0.0343,0.278,0.000442,0.286,0.346,112.471
65,268480,2010-06-21,0.531,0.984,3,-3.767,0,0.0652,0.0017,1.13e-05,0.361,0.386,107.036
4,193913,2020-02-15,0.667,0.681,2,-5.799,0,0.0423,0.0201,0.217,0.099,0.794,159.961
78,189496,2020-10-23,0.865,0.792,4,-4.207,1,0.0677,0.168,1.46e-05,0.107,0.562,101.985
56,183507,2015-12-04,0.491,0.605,7,-10.098,1,0.0367,0.192,0.0,0.289,0.903,151.416
84,227186,2020-11-06,0.679,0.61,7,-10.936,0,0.0305,0.585,9.51e-05,0.156,0.554,123.978
45,198733,2012-08-24,0.691,0.889,0,-2.25,1,0.0558,0.0012,0.0,0.166,0.868,123.972
65,222000,2018-04-27,0.546,0.32,11,-6.903,1,0.0321,0.827,0.0,0.321,0.53,88.216
47,267507,2012-07-13,0.432,0.655,8,-6.387,1,0.0477,0.196,0.0,0.268,0.177,131.563
54,206854,2014-07-18,0.497,0.425,2,-8.317,1,0.0325,0.771,1.11e-05,0.109,0.234,148.074
1,181107,2015-12-11,0.612,0.741,3,-4.581,0,0.0282,0.0284,0.0,0.162,0.665,119.67
8,246833,2020-12-23,0.672,0.839,2,-5.513,1,0.0592,0.000647,0.299,0.093,0.599,139.969
43,212813,2011-04-15,0.541,0.91,8,-4.725,1,0.052,0.000927,0.0,0.146,0.351,143.022
36,265400,2011-06-15,0.522,0.812,6,-3.399,0,0.0328,0.0273,0.0,0.326,0.76,128.984
21,229093,2011-08-23,0.547,0.772,1,-7.345,1,0.294,0.00163,0.0,0.395,0.2,93.366
58,142307,2020-12-11,0.91,0.233,3,-8.335,1,0.103,0.736,0.0,0.145,0.817,94.966
75,227833,2014-01-17,0.799,0.586,11,-6.735,1,0.0377,0.162,2.03e-06,0.193,0.549,120.97
52,215973,2015-10-30,0.742,0.501,7,-6.161,1,0.065,0.0872,2.18e-06,0.178,0.328,98.991
33,200838,2021-04-01,0.503,0.687,5,-5.586,1,0.0387,0.00416,3.54e-05,0.289,0.142,155.119
62,213983,2019-07-02,0.555,0.938,2,-3.854,1,0.0421,0.00588,0.000162,0.15,0.391,86.986
42,226295,2013-01-01,0.758,0.552,11,-6.63,0,0.0342,0.0439,0.00025,0.315,0.206,140.021
2,247973,2014-01-20,0.523,0.962,9,-4.521,1,0.0565,0.572,4.22e-05,0.83,0.501,144.817
49,257240,2019-05-10,0.675,0.448,10,-8.524,1,0.0357,0.54,1.68e-05,0.109,0.437,139.915
0,180376,2018-05-02,0.469,0.735,0,-10.276,1,0.0326,0.0918,0.0,0.153,0.767,179.761
36,259933,2010-01-02,0.463,0.531,2,-7.129,1,0.0257,0.125,0.0,0.0883,0.206,83.03
65,205816,2020-11-05,0.532,0.566,6,-6.511,1,0.0467,0.706,0.0,0.161,0.576,79.927
79,239722,2020-11-20,0.731,0.845,8,-5.352,1,0.132,0.0132,0.0,0.0782,0.484,101.085
62,133213,2013-10-07,0.456,0.786,1,-3.877,1,0.237,0.198,0.0,0.13,0.918,92.287
60,243440,2013,0.76,0.428,9,-8.768,1,0.0347,0.357,0.000351,0.0753,0.459,108.574
12,229333,2016-09-23,0.455,0.221,10,-19.665,1,0.0503,0.982,0.214,0.201,0.265,179.979
57,241920,2013-09-03,0.27,0.58,8,-5.717,0,0.039,0.469,0.0,0.343,0.242,179.919
64,227066,2015-11-20,0.722,0.256,1,-8.468,0,0.0278,0.727,0.0,0.109,0.193,105.844
68,240387,2017-10-06,0.572,0.664,8,-6.362,1,0.206,0.434,0.0,0.109,0.278,79.196
10,218813,2019-07-19,0.532,0.503,0,-9.645,1,0.0337,0.151,1.05e-06,0.262,0.774,143.029
58,221747,2013-11-12,0.133,0.339,9,-10.315,1,0.0339,0.854,0.0422,0.101,0.0291,144.726
67,205493,2020-10-26,0.657,0.88,10,-3.672,0,0.102,0.121,0.0,0.463,0.769,150.084
64,212468,2020-10-16,0.541,0.653,5,-5.954,1,0.04,0.00531,0.0,0.126,0.264,123.854
13,362278,2020-02-21,0.648,0.825,0,-6.595,0,0.0479,0.039,0.000455,0.981,0.861,121.973
39,251733,2011-01-01,0.565,0.873,7,-5.361,1,0.036,0.255,0.0214,0.911,0.775,124.02
47,178899,2020-07-17,0.769,0.611,0,-8.542,1,0.032,0.0319,1.06e-06,0.315,0.615,107.966
52,242693,2011-01-01,0.495,0.796,7,-4.251,1,0.318,0.181,0.0,0.272,0.616,94.998
45,249733,2015-06-19,0.669,0.436,6,-14.075,1,0.0575,0.066,8.38e-06,0.338,0.867,178.22
72,183983,2021-04-08,0.841,0.545,9,-8.013,1,0.222,0.268,0.0,0.25,0.305,94.528
49,234987,2014-05-23,0.436,0.562,11,-6.106,1,0.0278,0.0102,0.000278,0.198,0.24,150.066
41,194840,2011-08-26,0.666,0.876,3,-3.078,1,0.0414,0.055,0.0,0.259,0.552,129.884
54,219080,2011-05-13,0.573,0.848,7,-2.742,1,0.057,0.0521,0.0,0.25,0.561,112.084
44,232813,2010-10-18,0.906,0.781,2,-6.118,0,0.143,0.182,0.0135,0.121,0.694,107.975
68,253933,2016-06-03,0.281,0.58,9,-5.967,1,0.0323,0.333,0.0,0.122,0.282,151.568
4,193750,2016-12-16,0.479,0.855,4,-4.607,1,0.0353,0.0167,3.46e-05,0.0939,0.26,132.02
69,228027,2013-04-12,0.654,0.95,1,-3.163,1,0.137,0.00223,0.0,0.406,0.351,140.009
43,224240,2010-11-24,0.244,0.137,5,-14.347,1,0.0302,0.842,0.0,0.076,0.168,91.308
0,168240,2021-04-13,0.633,0.91,7,-2.912,1,0.136,0.0353,0.0,0.141,0.689,116.996
2,208107,2020-10-30,0.724,0.734,11,-5.539,0,0.0383,0.0249,0.000325,0.127,0.673,125.993
66,225560,2011-01-01,0.645,0.904,2,-4.532,1,0.0462,0.0293,0.0,0.0834,0.671,105.97
1,120748,2013,0.415,0.914,1,-4.66,1,0.0471,1.36e-05,5.11e-06,0.188,0.829,103.911
55,187293,2013-01-29,0.356,0.625,1,-3.455,1,0.0317,0.219,0.0,0.107,0.293,165.902
38,242160,2012-01-01,0.571,0.292,9,-11.458,1,0.041,0.803,0.0,0.0844,0.521,127.855
59,168720,2013-06-25,0.513,0.894,1,-3.587,0,0.0711,0.0761,0.0,0.0406,0.827,159.944
44,138557,2016-07-11,0.753,0.9,8,-5.885,1,0.298,0.0302,0.0,0.0658,0.385,97.143
48,157778,2018-06-15,0.833,0.895,11,-3.919,0,0.0894,0.0323,0.0031,0.153,0.703,115.994
43,162867,2014-01-01,0.426,0.328,2,-13.076,0,0.0286,0.941,0.227,0.0981,0.374,83.991
53,211827,2019-10-21,0.629,0.763,1,-4.41,1,0.0628,0.00428,0.0,0.115,0.521,128.97
42,196565,2020-02-20,0.416,0.255,2,-10.725,1,0.0317,0.865,4.4e-05,0.127,0.249,179.361
48,245093,2011-06-07,0.525,0.319,11,-10.254,0,0.0383,0.116,1.67e-06,0.352,0.378,118.974
41,254529,2014-01-01,0.58,0.648,3,-4.93,1,0.0484,0.541,0.0,0.0887,0.341,110.866
52,185187,2011-01-01,0.672,0.889,8,-4.74,1,0.029,0.0023,0.0,0.241,0.678,122.035
64,162581,2021-04-02,0.619,0.804,0,-6.881,0,0.0576,0.000362,0.0108,0.193,0.507,123.911
82,203418,2018-06-15,0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274
80,252534,2015-11-06,0.262,0.606,8,-6.646,1,0.0484,0.247,0.0,0.125,0.275,189.857
76,271427,2012-01-01,0.509,0.781,8,-3.48,1,0.072,0.0398,0.0,0.0749,0.176,128.0
68,278480,2014-01-01,0.59,0.724,0,-3.278,1,0.0439,0.04,4.07e-05,0.142,0.526,127.059
44,154387,2020-12-24,0.866,0.655,8,-9.491,1,0.413,0.733,0.0,0.056,0.657,149.821
65,202333,2019-07-19,0.404,0.97,0,-5.853,0,0.42,0.0257,0.0,0.0741,0.196,95.047
67,379227,2016-12-02,0.534,0.433,5,-12.628,1,0.0357,0.0116,0.0452,0.0667,0.235,117.834
6,246859,2020-12-23,0.654,0.852,7,-2.333,1,0.0607,0.000467,0.181,0.157,0.784,140.042
42,248467,2015-08-21,0.322,0.28,6,-9.367,0,0.0281,0.468,1.1e-06,0.102,0.175,85.794
0,133414,2020-06-19,0.556,0.835,0,-3.913,1,0.034,0.000173,0.0,0.534,0.0393,89.999
48,136177,2012-01-22,0.869,0.519,4,-6.855,1,0.0425,0.763,0.0,0.248,0.83,112.124
51,138842,2015-05-29,0.776,0.574,5,-9.882,0,0.0317,0.466,7.83e-05,0.131,0.412,121.03
65,295600,2010-06-09,0.379,0.69,4,-4.79,1,0.0549,0.0286,0.0,0.335,0.288,173.716
54,272640,2019-08-02,0.466,0.448,11,-6.085,1,0.0268,0.49,3.12e-05,0.131,0.433,163.168
69,349600,2019-08-15,0.502,0.633,1,-5.8,1,0.419,0.00991,0.0,0.389,0.552,83.226
2,266500,2018-12-31,0.485,0.413,4,-7.836,1,0.0269,0.438,0.00498,0.0618,0.258,146.476
59,235640,2012-01-01,0.469,0.67,10,-4.604,0,0.027,0.00815,0.0,0.132,0.158,144.045
50,234107,2017-05-23,0.709,0.302,2,-8.474,1,0.0425,0.359,0.0263,0.16,0.594,83.026
3,326942,2020-12-29,0.57,0.888,0,-6.103,0,0.0293,0.00023,0.125,0.292,0.358,123.016
60,222404,2010-03-23,0.55,0.884,9,-5.508,1,0.0363,0.0867,1.55e-05,0.68,0.549,145.029
39,214000,2017-03-17,0.591,0.655,11,-5.332,1,0.178,0.0215,0.0,0.0981,0.598,126.46
62,209587,2017-10-13,0.567,0.913,5,-4.264,0,0.145,0.0621,0.0,0.0866,0.605,77.287
59,214093,2010-06-29,0.768,0.809,9,-5.816,1,0.0289,0.0271,0.000633,0.0584,0.737,133.838
49,284293,2012-01-01,0.489,0.44,9,-9.24,1,0.283,0.558,0.0,0.151,0.0749,156.807
53,274853,2011-01-01,0.429,0.755,0,-5.662,1,0.052,0.0125,2.79e-05,0.444,0.162,131.914
35,231987,2013-09-25,0.546,0.787,7,-4.1,0,0.0517,0.0101,0.00021,0.0809,0.573,79.979
43,200520,2021-01-22,0.749,0.488,11,-9.064,1,0.0901,0.15,0.00108,0.104,0.258,134.059
2,345600,2018-11-29,0.668,0.687,11,-8.685,0,0.0477,0.0732,0.29,0.131,0.527,125.036
46,168667,2010-01-01,0.574,0.694,6,-4.697,1,0.0327,0.00481,0.0,0.102,0.401,109.85
47,229813,2015-10-02,0.477,0.6,7,-5.652,1,0.0324,0.271,0.0,0.112,0.29,152.062
78,168685,2020-07-10,0.745,0.5,8,-6.184,1,0.135,0.439,0.0,0.0943,0.433,76.968
70,185907,2013-01-22,0.678,0.839,7,-3.617,1,0.0394,0.0379,0.0,0.0742,0.772,104.952
46,164000,2011-02-14,0.795,0.511,7,-8.577,1,0.0415,0.298,0.0,0.149,0.113,119.908
45,205500,2011-08-18,0.483,0.395,3,-7.079,1,0.0342,0.818,0.0,0.136,0.45,94.609
71,210577,2016-05-02,0.475,0.897,5,-2.383,0,0.0736,0.0184,0.0,0.296,0.642,78.918
80,160097,2016-04-08,0.664,0.573,5,-6.519,1,0.0277,0.613,0.000363,0.0857,0.566,76.023
49,199707,2011-01-01,0.479,0.892,9,-5.167,1,0.0561,0.000295,6.31e-05,0.067,0.416,156.086
71,211150,2018-05-04,0.758,0.701,9,-6.053,1,0.162,0.685,6.22e-06,0.114,0.626,106.74
47,185916,2019-05-10,0.36,0.89,8,-5.645,1,0.0383,0.0171,0.252,0.146,0.0897,106.554
0,239805,2018-03-11,0.627,0.46,9,-10.235,1,0.0333,0.834,0.000988,0.0982,0.686,159.967
65,183640,2017-11-03,0.348,0.87,4,-5.86,1,0.137,0.171,4.4e-06,0.202,0.763,83.392
75,236093,2011-06-24,0.733,0.899,0,-4.237,1,0.143,0.00496,4.72e-05,0.372,0.76,127.086
66,206080,2011-09-16,0.671,0.808,2,-4.861,0,0.0652,0.02,0.0,0.134,0.637,121.956
19,160000,2021-03-31,0.584,0.547,7,-8.502,0,0.382,0.655,1.64e-06,0.134,0.56,83.917
50,159808,2018-05-15,0.779,0.47,2,-9.661,1,0.0543,0.0313,0.0,0.109,0.782,104.028
68,141542,2016-05-27,0.704,0.777,2,-5.729,1,0.195,0.0358,0.0,0.151,0.392,111.921
8,245504,2020-01-31,0.642,0.459,0,-11.169,1,0.0256,0.365,0.000713,0.974,0.457,95.98
31,249600,2016-09-10,0.679,0.794,8,-6.692,0,0.0424,0.000826,0.00454,0.102,0.441,100.999
49,152648,2010-08-06,0.545,0.882,10,-4.114,0,0.0582,4.14e-05,0.478,0.0423,0.694,147.973
49,225066,2015-02-13,0.532,0.444,8,-6.051,1,0.0302,0.169,0.0,0.112,0.354,142.395
8,453672,2018-01-18,0.524,0.265,7,-10.618,1,0.0454,0.851,0.0261,0.138,0.353,180.063
5,212647,2021-04-09,0.564,0.849,0,-3.516,0,0.0517,0.00868,4.68e-06,0.12,0.427,102.028
58,148604,2019-06-21,0.444,0.436,4,-5.988,1,0.042,0.655,0.0,0.157,0.307,77.724
61,203413,2013-01-01,0.552,0.915,4,-3.713,1,0.0559,0.0013,3.74e-05,0.206,0.606,90.013
56,254641,2015-10-16,0.937,0.652,7,-6.709,1,0.04,0.0754,0.0461,0.105,0.661,115.028
73,251906,2020-07-10,0.45,0.794,4,-5.015,1,0.0538,0.388,0.0,0.303,0.362,143.861
0,160307,2011-06-13,0.648,0.481,11,-14.405,1,0.0346,0.642,0.0,0.0835,0.955,99.239
65,210133,2013-09-24,0.488,0.624,9,-8.357,1,0.0329,0.0263,0.00223,0.122,0.308,116.723
51,201987,2014-07-01,0.631,0.412,5,-7.253,1,0.0257,0.434,6.49e-06,0.11,0.315,82.043
44,280280,2018-12-21,0.769,0.741,4,-6.908,0,0.0743,0.0229,0.000758,0.0457,0.96,90.016
46,520053,2010-11-23,0.241,0.912,11,-5.751,1,0.0765,0.000655,0.00207,0.717,0.149,143.989
49,177093,2018-06-15,0.515,0.238,11,-10.506,1,0.0678,0.849,0.0,0.108,0.19,96.875
64,214740,2015-10-16,0.583,0.61,5,-5.639,0,0.0382,0.00425,0.000105,0.14,0.336,114.06
54,243649,2020-06-26,0.5,0.613,2,-6.148,1,0.0342,0.479,0.000578,0.379,0.415,73.997
