popularity,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
68,229080,0.672,0.593,11,-4.01,0,0.0304,0.0223,0.0,0.214,0.438,98.02
68,293040,0.517,0.606,2,-5.797,1,0.0289,0.0202,0.0,0.324,0.296,141.929
68,245547,0.528,0.928,1,-3.925,1,0.0666,0.0208,5.75e-06,0.376,0.4,128.01
68,186643,0.689,0.662,7,-6.732,1,0.0612,0.218,3.25e-05,0.395,0.673,129.957
68,218763,0.648,0.62,5,-4.938,1,0.0276,0.284,0.0,0.0833,0.772,93.011
68,129429,0.544,0.524,8,-7.914,1,0.0621,0.136,0.0,0.106,0.117,81.982
68,241533,0.627,0.818,5,-4.243,1,0.057,0.114,0.0,0.0504,0.527,123.456
68,124778,0.693,0.866,5,-4.964,0,0.0498,0.0689,0.0,0.145,0.663,126.002
68,266926,0.558,0.361,9,-8.346,1,0.0328,0.754,0.0,0.0926,0.165,95.161
68,271000,0.482,0.926,4,-5.123,0,0.0666,0.00685,0.0,0.288,0.529,150.014
68,288877,0.599,0.667,7,-4.267,1,0.0367,0.0533,0.0,0.134,0.817,80.984
68,196133,0.549,0.932,8,-4.11,0,0.343,0.0127,0.0,0.347,0.787,82.439
68,244820,0.661,0.393,5,-8.199,1,0.0554,0.546,0.000131,0.11,0.165,83.851
68,184280,0.619,0.459,7,-5.782,0,0.0334,0.56,0.0,0.137,0.498,126.803
68,251267,0.365,0.466,2,-7.514,1,0.0418,0.161,6.68e-06,0.106,0.487,95.163
68,187349,0.664,0.607,2,-8.822,1,0.113,0.23,0.0,0.164,0.541,95.958
68,277600,0.519,0.799,10,-4.207,1,0.0371,0.00878,0.0,0.107,0.226,107.489
68,320547,0.583,0.768,9,-6.477,1,0.041,0.000323,0.0162,0.109,0.357,127.952
68,192000,0.584,0.831,8,-5.853,1,0.0631,0.159,0.0,0.144,0.359,127.18
68,198733,0.49,0.798,6,-3.66,1,0.0489,0.0137,0.0,0.0627,0.479,149.109
68,514665,0.411,0.562,11,-8.152,1,0.0362,0.0407,0.0,0.222,0.197,140.015
68,165618,0.849,0.483,6,-7.114,0,0.291,0.443,0.000141,0.0786,0.282,101.015
68,237947,0.693,0.705,8,-5.747,1,0.0665,0.0228,0.0,0.202,0.45,131.951
68,212107,0.493,0.796,11,-3.971,1,0.0691,0.39,0.0,0.0957,0.644,159.988
68,240439,0.591,0.804,5,-7.35,0,0.0603,0.0156,4.95e-06,0.111,0.507,94.983
68,224144,0.613,0.347,5,-6.486,1,0.034,0.591,0.0,0.0959,0.25,109.764
68,195924,0.845,0.766,2,-5.727,0,0.0658,0.212,0.0,0.111,0.782,114.054
68,269840,0.8,0.545,1,-7.002,0,0.126,0.00373,0.000507,0.0445,0.292,119.965
68,244333,0.559,0.301,9,-9.066,1,0.0297,0.055,0.00979,0.101,0.177,116.123
68,221280,0.607,0.673,5,-6.484,0,0.0611,0.181,0.0,0.069,0.215,88.952
68,179347,0.589,0.641,5,-8.12,1,0.0838,0.205,0.0,0.0864,0.57,160.031
68,177186,0.887,0.765,2,-5.207,1,0.0669,0.00915,0.000872,0.0907,0.456,102.958
68,174359,0.7,0.792,1,-5.002,1,0.116,0.00532,6.07e-06,0.363,0.711,117.031
68,211610,0.709,0.49,4,-7.457,0,0.0757,0.11,0.00345,0.12,0.0397,155.069
68,186267,0.666,0.899,8,-4.676,1,0.028,0.00155,0.0,0.0677,0.629,122.05
68,220813,0.373,0.123,7,-15.193,1,0.0407,0.948,0.0,0.0816,0.138,97.129
68,199267,0.532,0.795,1,-3.979,1,0.0358,0.0559,0.0,0.295,0.78,143.837
68,211843,0.672,0.752,4,-4.866,1,0.0843,0.0046,0.00047,0.056,0.429,116.945
68,285120,0.421,0.407,10,-7.445,1,0.0267,0.309,0.000961,0.11,0.161,139.028
68,178693,0.519,0.517,7,-6.643,0,0.181,0.201,0.0,0.217,0.616,73.981
68,193189,0.55,0.591,1,-6.833,1,0.0377,0.00692,0.0,0.11,0.308,78.68
68,265373,0.53,0.816,9,-6.149,1,0.0503,0.0105,0.00061,0.379,0.371,87.019
68,97907,0.841,0.406,7,-12.389,1,0.358,0.791,0.0,0.0872,0.384,110.061
68,246320,0.556,0.589,0,-6.209,1,0.0431,0.306,0.0,0.147,0.264,180.942
68,210547,0.824,0.745,11,-5.49,0,0.0755,0.0467,3.29e-05,0.198,0.888,125.013
68,156146,0.225,0.639,8,-4.034,1,0.0299,0.0488,0.0274,0.112,0.226,83.632
68,60453,0.253,0.139,6,-17.067,1,0.0414,0.726,5.01e-05,0.269,0.102,74.369
68,234413,0.639,0.659,8,-7.273,1,0.215,0.241,8.33e-06,0.484,0.457,136.801
68,230293,0.55,0.363,5,-7.326,1,0.0336,0.534,0.0,0.128,0.286,121.94
68,190576,0.631,0.599,7,-6.137,0,0.0878,0.067,0.0,0.0952,0.727,170.122
68,232412,0.503,0.212,0,-12.735,0,0.0658,0.872,0.000293,0.12,0.185,118.492
68,201773,0.726,0.829,6,-3.876,0,0.111,0.146,0.0,0.0916,0.95,149.994
68,243267,0.565,0.243,2,-8.367,1,0.0317,0.758,8.82e-06,0.285,0.239,81.655
68,253387,0.35,0.621,8,-6.495,0,0.233,0.256,3.44e-05,0.613,0.459,83.375
68,213511,0.685,0.742,8,-5.409,1,0.0471,0.22,0.0,0.185,0.618,115.008
68,169320,0.639,0.295,0,-11.237,0,0.544,0.554,3.09e-05,0.3,0.634,86.947
68,219429,0.456,0.764,10,-3.584,1,0.148,0.298,0.0,0.229,0.383,124.971
68,170345,0.813,0.415,0,-5.926,1,0.0349,0.777,0.0,0.131,0.667,91.921
68,157153,0.711,0.906,8,-2.671,1,0.0284,0.00952,1.64e-05,0.153,0.824,125.916
68,211867,0.639,0.756,1,-4.42,1,0.0606,0.0055,0.0,0.13,0.531,128.931
68,197934,0.594,0.568,0,-7.268,1,0.0701,0.147,4.01e-05,0.339,0.407,132.348
68,228387,0.606,0.328,10,-7.824,1,0.0305,0.876,0.0,0.138,0.393,124.041
68,273107,0.334,0.397,7,-7.993,1,0.0284,0.558,0.0774,0.126,0.035,93.445
68,231755,0.512,0.501,5,-9.971,1,0.0325,0.609,6.25e-05,0.0973,0.726,79.989
68,219680,0.561,0.684,9,-8.235,1,0.0669,0.347,2.93e-06,0.122,0.528,81.977
68,224360,0.524,0.806,1,-3.447,0,0.406,0.197,0.0,0.101,0.45,115.172
68,175424,0.421,0.653,9,-4.85,0,0.398,0.0135,0.0,0.114,0.733,78.6
68,229029,0.614,0.126,9,-9.403,1,0.0376,0.911,0.0,0.148,0.351,119.945
68,176587,0.366,0.519,5,-6.066,1,0.0331,0.35,0.0,0.145,0.308,124.632
68,179200,0.731,0.725,2,-5.21,1,0.249,0.00432,0.0,0.0556,0.351,149.963
68,204267,0.631,0.512,0,-9.675,0,0.0572,0.511,0.0,0.0827,0.529,106.027
68,202760,0.753,0.91,0,-2.591,1,0.0517,0.171,0.0,0.367,0.825,123.983
68,330783,0.706,0.688,1,-6.357,1,0.269,0.151,0.0,0.466,0.313,125.966
68,184665,0.614,0.647,0,-4.681,0,0.0524,0.0687,0.0,0.104,0.368,163.862
68,224960,0.734,0.429,7,-6.511,1,0.16,0.305,0.0,0.0659,0.372,83.021
68,220173,0.853,0.663,7,-6.955,0,0.0755,0.0431,8.71e-06,0.0891,0.864,113.998
68,194659,0.536,0.317,6,-8.752,1,0.0359,0.402,0.0,0.11,0.319,143.89
68,271404,0.762,0.41,8,-11.979,1,0.0551,0.278,3.43e-05,0.157,0.0813,100.047
68,236512,0.594,0.748,1,-5.651,1,0.0369,0.0475,0.0,0.107,0.384,85.987
68,180757,0.855,0.624,1,-4.093,1,0.0488,0.158,0.0,0.0513,0.962,117.959
68,241970,0.727,0.681,5,-7.114,0,0.0265,0.00214,0.000307,0.0861,0.448,123.028
68,217480,0.523,0.687,7,-5.601,1,0.105,0.0215,2.86e-06,0.203,0.711,90.036
68,240387,0.572,0.664,8,-6.362,1,0.206,0.434,0.0,0.109,0.278,79.196
68,234731,0.43,0.708,0,-7.14,1,0.0336,0.0561,0.0,0.704,0.243,75.024
68,199111,0.658,0.678,1,-4.407,1,0.058,0.303,0.0,0.361,0.662,97.976
68,251147,0.627,0.847,10,-5.303,1,0.0352,0.0237,0.0,0.212,0.611,126.017
68,194890,0.652,0.472,7,-8.084,1,0.0396,0.155,0.0,0.12,0.242,126.913
68,190430,0.559,0.157,1,-10.132,1,0.0414,0.887,0.0,0.107,0.348,130.877
68,189533,0.757,0.73,7,-6.304,1,0.185,0.0342,5.87e-05,0.136,0.452,90.013
68,163636,0.734,0.765,7,-5.562,1,0.0621,0.151,0.0,0.231,0.518,109.989
68,244360,0.445,0.537,4,-8.532,0,0.04,0.695,1.6e-05,0.0941,0.131,122.764
68,180800,0.709,0.861,0,-2.905,1,0.0941,0.106,4.73e-05,0.113,0.779,118.089
68,198187,0.552,0.733,3,-6.898,0,0.0933,0.0209,0.0,0.0858,0.643,143.56
68,282732,0.625,0.71,0,-8.577,0,0.0535,0.196,0.0012,0.181,0.573,160.147
68,210293,0.495,0.762,8,-3.842,1,0.0862,0.591,0.0,0.0763,0.708,123.893
68,193613,0.703,0.868,7,-4.661,0,0.0291,0.15,0.132,0.104,0.733,121.03
68,164681,0.827,0.769,7,-4.058,1,0.126,0.209,9.54e-05,0.091,0.491,93.986
68,141542,0.704,0.777,2,-5.729,1,0.195,0.0358,0.0,0.151,0.392,111.921
68,226212,0.367,0.67,2,-4.485,0,0.0517,0.334,0.0,0.147,0.386,104.96
68,223847,0.623,0.493,5,-7.727,0,0.0338,0.0632,0.0,0.104,0.594,81.019
68,290096,0.52,0.248,5,-8.675,1,0.0355,0.91,1.36e-06,0.118,0.228,129.214
68,226143,0.601,0.706,6,-4.537,0,0.0458,0.0495,0.0,0.0982,0.249,91.996
68,222094,0.725,0.724,1,-6.195,1,0.126,0.176,0.0,0.136,0.741,130.045
68,179293,0.813,0.456,1,-7.667,0,0.0684,0.169,2.86e-06,0.105,0.587,108.801
68,198774,0.647,0.932,11,-3.515,1,0.0824,0.00383,1.5e-06,0.0574,0.374,114.991
68,141413,0.689,0.578,9,-8.737,1,0.0368,0.36,0.0,0.11,0.391,98.043
68,250973,0.719,0.615,6,-5.972,1,0.045,0.408,0.000147,0.235,0.465,96.988
68,253933,0.281,0.58,9,-5.967,1,0.0323,0.333,0.0,0.122,0.282,151.568
68,225205,0.886,0.525,8,-7.39,1,0.131,0.236,0.0,0.057,0.708,145.99
68,175507,0.31,0.54,9,-9.629,1,0.346,0.163,0.000129,0.0713,0.148,180.994
68,250080,0.662,0.705,1,-6.56,0,0.0399,0.0392,2.38e-06,0.105,0.865,159.996
68,331480,0.704,0.778,8,-6.722,1,0.156,0.275,0.0,0.401,0.465,109.963
68,175517,0.309,0.544,9,-9.621,1,0.352,0.155,0.000265,0.0727,0.16,180.979
68,243270,0.764,0.475,0,-12.618,1,0.114,0.345,0.0,0.14,0.34,129.974
68,219000,0.506,0.897,9,-4.632,1,0.26,0.146,0.000451,0.0868,0.525,188.03
68,242680,0.511,0.629,0,-7.755,1,0.151,0.41,0.0,0.162,0.0442,129.924
68,203641,0.466,0.747,4,-4.838,0,0.0795,0.417,9.76e-06,0.107,0.43,92.161
68,154961,0.909,0.392,6,-6.221,0,0.0652,0.278,1.77e-06,0.106,0.61,127.052
68,227333,0.691,0.795,1,-4.021,0,0.0355,0.000812,1.02e-06,0.156,0.876,133.971
68,219987,0.551,0.893,7,-2.628,1,0.0543,0.00166,0.0,0.348,0.794,125.083
68,275520,0.682,0.351,1,-10.276,0,0.0318,0.52,0.00059,0.11,0.144,122.207
68,231665,0.531,0.887,5,-4.417,0,0.0329,0.00261,0.000512,0.0657,0.626,104.055
68,248040,0.849,0.707,0,-6.002,1,0.113,0.0266,8.58e-06,0.618,0.602,104.027
68,209707,0.492,0.698,1,-5.606,1,0.171,0.0524,0.0,0.428,0.288,139.953
68,156200,0.588,0.807,2,-3.426,1,0.0283,0.0835,0.0,0.109,0.674,110.014
68,263173,0.689,0.784,2,-2.972,1,0.074,0.182,0.0,0.0843,0.561,99.954
68,231827,0.752,0.678,5,-5.421,1,0.0646,0.085,1.64e-06,0.13,0.583,96.009
68,163493,0.828,0.577,6,-7.656,0,0.158,0.599,0.0,0.0814,0.587,86.339
68,249382,0.596,0.827,5,-4.402,1,0.0372,0.0242,0.0,0.0958,0.329,115.034
68,240147,0.418,0.111,1,-14.848,1,0.0389,0.953,0.00342,0.0982,0.228,82.508
68,192537,0.669,0.684,7,-4.595,1,0.0585,0.252,0.0,0.72,0.466,96.097
68,252440,0.388,0.633,9,-4.769,1,0.0275,0.0339,0.0,0.104,0.381,173.947
68,278707,0.649,0.896,10,-2.704,0,0.056,0.000319,1.19e-05,0.102,0.924,90.009
68,155808,0.684,0.912,2,-2.551,0,0.226,0.0696,0.00134,0.157,0.475,124.104
68,203300,0.478,0.339,4,-7.355,1,0.0544,0.688,0.0,0.104,0.288,145.441
68,328507,0.444,0.35,9,-7.194,1,0.0483,0.453,0.109,0.0824,0.0973,95.979
68,166573,0.446,0.871,2,-4.902,1,0.116,0.000252,8.13e-06,0.0996,0.612,159.863
68,214227,0.404,0.531,1,-4.328,1,0.103,0.215,0.0,0.0521,0.321,164.848
68,186120,0.717,0.858,7,-3.469,0,0.0422,0.0694,2.8e-06,0.0801,0.67,155.41
68,318525,0.688,0.473,8,-9.059,1,0.167,0.716,4.46e-05,0.104,0.299,84.958
68,174983,0.567,0.696,9,-5.416,1,0.301,0.456,0.0,0.113,0.544,92.061
68,188636,0.726,0.799,1,-3.776,0,0.0678,0.121,0.0,0.181,0.522,118.014
68,154435,0.512,0.304,0,-9.19,1,0.0318,0.295,0.000622,0.118,0.172,126.078
68,278480,0.59,0.724,0,-3.278,1,0.0439,0.04,4.07e-05,0.142,0.526,127.059
68,234693,0.616,0.862,7,-5.18,0,0.0973,0.00117,0.0,0.179,0.569,127.992
68,245413,0.624,0.458,6,-6.755,1,0.0287,0.36,3.89e-06,0.311,0.436,80.016
68,232893,0.566,0.885,8,-4.527,1,0.0815,0.0959,9.83e-05,0.334,0.307,90.989
68,230773,0.613,0.661,9,-4.984,1,0.0263,0.00652,0.0,0.0976,0.509,110.978
68,206547,0.536,0.849,0,-4.702,1,0.0616,0.00318,0.00197,0.104,0.305,127.002
68,166933,0.801,0.985,7,-2.69,1,0.0647,0.0205,6.86e-06,0.297,0.72,127.99
68,284147,0.555,0.584,4,-8.667,1,0.0301,0.274,0.0228,0.254,0.41,120.965
68,191835,0.612,0.726,1,-5.934,1,0.036,0.0374,2e-06,0.105,0.478,119.964
68,194693,0.606,0.929,0,-2.182,1,0.055,0.023,0.0,0.101,0.622,139.022
68,189840,0.635,0.926,0,-5.589,1,0.151,0.0893,4.53e-06,0.0928,0.761,100.048
68,206658,0.797,0.672,8,-6.135,1,0.0477,0.0442,0.0027,0.149,0.561,131.978
68,233228,0.746,0.486,10,-7.004,1,0.0344,0.222,1.41e-06,0.123,0.417,92.057
68,255587,0.597,0.919,7,-2.954,1,0.044,0.000145,0.0,0.282,0.73,113.987
68,240166,0.585,0.303,4,-10.058,1,0.0398,0.694,0.0,0.115,0.142,136.703
68,180493,0.856,0.632,6,-3.692,0,0.074,0.193,0.0,0.0688,0.697,112.009
68,209413,0.934,0.562,4,-4.609,0,0.24,0.0476,1.31e-06,0.0608,0.712,96.792
68,244747,0.834,0.472,5,-7.777,0,0.0873,0.412,6.76e-05,0.0836,0.517,107.014
68,198800,0.636,0.732,7,-6.209,0,0.0962,0.242,0.0,0.498,0.679,128.11
68,234987,0.436,0.562,11,-6.106,1,0.0278,0.0102,0.000278,0.198,0.24,150.066
68,300253,0.66,0.316,3,-11.567,0,0.0364,0.529,0.000294,0.104,0.543,91.207
68,160383,0.921,0.525,11,-8.186,1,0.413,0.0136,0.0,0.313,0.794,130.747
68,243053,0.84,0.482,6,-7.116,0,0.0333,0.202,0.0,0.0873,0.957,95.498
68,177947,0.451,0.291,10,-11.764,0,0.036,0.812,0.0,0.0983,0.158,81.326
68,183602,0.658,0.814,0,-4.631,1,0.0558,0.229,0.00676,0.216,0.69,108.016
68,207095,0.44,0.635,11,-6.385,1,0.0326,0.129,0.0,0.121,0.327,128.133
68,169175,0.655,0.569,1,-5.018,0,0.0349,0.716,7.4e-06,0.135,0.44,150.267
68,146500,0.757,0.834,4,-4.362,0,0.0452,0.00428,0.000301,0.217,0.294,121.066
68,211267,0.507,0.644,4,-7.485,1,0.0641,0.00413,0.0,0.217,0.172,179.913
68,245700,0.614,0.684,0,-5.79,1,0.157,0.247,0.0,0.0976,0.258,156.85
68,234973,0.711,0.464,4,-4.816,0,0.0488,0.648,0.00373,0.0846,0.507,127.274
68,211128,0.718,0.805,7,-5.257,1,0.325,0.279,0.0,0.527,0.36,132.995
68,157440,0.457,0.943,1,-5.271,0,0.0768,0.216,0.000245,0.206,0.373,101.837
68,236107,0.482,0.835,6,-7.68,0,0.0539,0.0191,0.0143,0.162,0.776,96.444
68,187880,0.445,0.907,11,-3.894,0,0.0773,0.00161,0.0,0.403,0.71,165.069
67,228139,0.719,0.842,6,-3.562,0,0.0383,0.132,0.0,0.105,0.534,90.017
67,230733,0.457,0.823,9,-4.76,1,0.311,0.00144,0.0,0.108,0.578,192.205
67,207754,0.611,0.73,1,-5.681,1,0.0426,0.622,1.04e-05,0.108,0.399,121.022
67,176947,0.433,0.307,0,-8.796,1,0.0327,0.65,0.0,0.0635,0.378,178.114
67,161200,0.785,0.478,2,-8.735,1,0.0419,0.0254,0.0,0.0901,0.39,134.002
67,178480,0.674,0.881,9,-2.853,1,0.147,0.296,3.01e-06,0.0793,0.234,98.994
67,160687,0.808,0.737,11,-4.538,0,0.0526,0.0602,1.12e-06,0.704,0.865,123.985
67,212440,0.803,0.748,2,-5.221,1,0.0314,0.254,0.00212,0.113,0.752,116.532
67,272667,0.754,0.762,6,-4.486,0,0.0849,0.45,6.67e-05,0.224,0.673,92.002
67,200920,0.72,0.725,4,-5.996,1,0.0463,0.00603,0.0,0.24,0.679,126.471
67,196360,0.657,0.405,0,-8.637,0,0.0584,0.525,0.072,0.146,0.0673,133.895
67,260467,0.358,0.358,6,-7.18,1,0.0307,0.566,0.000232,0.104,0.158,134.629
67,177093,0.712,0.649,1,-4.753,1,0.063,0.000652,0.0,0.0683,0.616,127.028
67,173347,0.75,0.608,1,-4.008,1,0.0387,0.00165,0.0,0.178,0.958,132.507
67,201257,0.401,0.872,1,-3.641,0,0.314,0.167,0.0,0.362,0.472,104.592
67,193567,0.585,0.895,11,-3.663,0,0.136,0.0505,0.00423,0.32,0.181,119.904
67,232800,0.71,0.882,4,-2.932,0,0.0595,0.00777,0.00771,0.294,0.875,128.016
67,229573,0.62,0.869,1,-5.252,1,0.175,0.0181,0.0,0.369,0.76,151.684
67,209110,0.621,0.791,9,-3.343,1,0.0265,0.0361,0.0,0.143,0.734,95.075
67,204800,0.536,0.754,10,-5.102,1,0.0399,0.0597,4.92e-06,0.118,0.212,139.988
67,161119,0.851,0.605,5,-6.86,0,0.521,0.122,0.0,0.415,0.562,142.892
67,187720,0.333,0.28,1,-12.87,1,0.032,0.427,1.88e-06,0.13,0.276,130.876
67,160084,0.768,0.844,7,-6.044,0,0.209,0.28,0.0,0.117,0.37,142.011
67,190560,0.489,0.917,8,-4.097,1,0.132,0.00891,0.0,0.184,0.772,167.57
67,227928,0.489,0.54,6,-7.046,1,0.0288,0.126,0.0,0.103,0.27,81.4
67,323360,0.618,0.766,3,-4.507,1,0.0323,0.117,0.0,0.121,0.448,113.997
67,350120,0.487,0.729,2,-6.815,1,0.271,0.0538,4.07e-06,0.44,0.217,91.048
67,332195,0.779,0.705,8,-6.383,0,0.051,0.237,0.0,0.0899,0.451,122.996
67,180560,0.78,0.68,4,-6.081,1,0.0305,0.141,1.2e-05,0.138,0.594,118.026
67,135707,0.567,0.199,9,-9.601,1,0.101,0.905,0.0,0.131,0.329,83.827
67,233113,0.747,0.647,9,-3.234,1,0.0737,0.113,0.0,0.112,0.478,87.988
67,197369,0.741,0.466,4,-7.258,1,0.0357,0.558,0.0,0.0583,0.351,102.058
67,215064,0.628,0.797,11,-3.953,0,0.0596,0.0364,0.0,0.104,0.321,106.93
67,184889,0.73,0.789,10,-3.982,1,0.034,0.0269,0.0,0.129,0.106,107.981
67,205792,0.811,0.447,4,-6.55,1,0.0414,0.636,0.0,0.462,0.694,99.995
67,202355,0.59,0.443,0,-5.662,1,0.0722,0.618,0.0,0.11,0.342,149.447
67,218190,0.578,0.946,11,-3.85,0,0.0482,0.00225,0.00412,0.0966,0.588,126.092
67,201880,0.619,0.881,7,-4.683,1,0.0834,0.0632,0.0,0.103,0.769,160.145
67,213693,0.725,0.674,11,-5.254,0,0.0363,0.0325,3.55e-06,0.0531,0.773,120.057
67,214805,0.735,0.334,5,-11.59,0,0.191,0.447,1.37e-06,0.0956,0.594,148.09
67,182169,0.737,0.669,0,-4.882,0,0.0789,0.281,0.0,0.262,0.67,102.112
67,178560,0.538,0.765,5,-6.506,0,0.143,0.00758,1.6e-06,0.0402,0.499,175.15
67,194708,0.813,0.667,0,-4.061,0,0.0616,0.0917,0.0,0.0802,0.514,111.02
67,178415,0.492,0.856,5,-3.476,1,0.0336,0.00153,0.0,0.495,0.391,123.913
67,185863,0.585,0.625,5,-5.94,1,0.109,0.0146,1.8e-06,0.131,0.28,68.68
67,192681,0.555,0.923,6,-4.748,0,0.161,0.197,0.0,0.0778,0.363,118.007
67,228112,0.665,0.799,6,-2.868,0,0.0617,0.18,0.0,0.125,0.5,101.976
67,184258,0.765,0.553,11,-7.116,0,0.358,0.00822,0.0,0.206,0.565,154.971
67,154395,0.898,0.77,1,-4.97,0,0.302,0.0165,0.00216,0.207,0.412,126.031
67,285160,0.43,0.74,10,-7.072,1,0.0375,0.0212,0.00165,0.33,0.0948,137.978
67,196320,0.62,0.443,5,-7.984,1,0.028,0.355,0.0,0.108,0.339,141.984
67,205493,0.657,0.88,10,-3.672,0,0.102,0.121,0.0,0.463,0.769,150.084
67,201399,0.818,0.43,5,-8.516,0,0.386,0.163,0.0,0.572,0.862,143.064
67,189000,0.679,0.717,0,-6.262,1,0.033,0.0103,0.000151,0.169,0.196,125.968
67,173493,0.873,0.6,7,-7.178,1,0.192,0.623,0.0,0.0701,0.705,124.01
67,199237,0.316,0.146,9,-12.851,0,0.0397,0.935,2.03e-06,0.096,0.505,142.515
67,223387,0.535,0.56,4,-6.586,1,0.0901,0.287,0.0,0.209,0.785,164.17
67,171786,0.648,0.554,9,-7.005,1,0.0341,0.329,2.56e-05,0.0803,0.372,98.045
67,240439,0.59,0.833,5,-6.503,0,0.0615,0.0142,5.4e-06,0.105,0.538,94.963
67,313984,0.505,0.859,6,-5.546,0,0.0431,0.00346,0.0012,0.263,0.434,95.036
67,180560,0.724,0.45,4,-5.763,0,0.0497,0.0315,1.42e-05,0.111,0.464,140.978
67,192112,0.69,0.876,2,-4.159,1,0.059,0.0428,0.0,0.147,0.493,123.994
67,198286,0.784,0.757,8,-3.912,1,0.0384,0.495,1.18e-06,0.142,0.587,104.996
67,177685,0.76,0.652,6,-7.321,1,0.232,0.0348,0.0,0.307,0.759,100.315
67,219893,0.596,0.807,1,-7.893,0,0.028,0.000132,0.264,0.312,0.288,117.016
67,165908,0.636,0.901,1,-7.094,0,0.118,0.119,0.0,0.391,0.836,162.994
67,209547,0.54,0.439,10,-8.591,1,0.115,0.635,1.93e-05,0.0993,0.371,167.908
67,213307,0.443,0.538,1,-5.477,1,0.0309,0.327,4.61e-05,0.0866,0.245,157.97
67,174600,0.713,0.639,7,-5.231,1,0.243,0.386,0.0,0.177,0.625,166.732
67,254013,0.436,0.473,1,-7.24,1,0.0307,0.588,4.35e-05,0.103,0.242,108.906
67,176761,0.625,0.285,1,-16.686,0,0.0537,0.438,0.00279,0.192,0.357,140.02
67,239216,0.42,0.69,9,-6.221,0,0.0347,0.00385,0.015,0.287,0.237,85.014
67,220781,0.64,0.533,0,-6.596,1,0.0706,0.119,0.0,0.0864,0.515,99.968
67,196133,0.805,0.702,1,-4.877,1,0.0887,0.0639,0.0,0.123,0.225,120.048
67,145161,0.915,0.668,1,-2.52,1,0.04,0.00375,0.00241,0.253,0.0387,124.053
67,210213,0.409,0.446,2,-4.836,1,0.0317,0.65,0.0,0.0862,0.135,75.638
67,258789,0.859,0.563,1,-6.635,0,0.112,0.0541,0.0,0.0685,0.412,119.934
67,221947,0.562,0.939,0,-4.282,1,0.0475,0.046,0.0,0.112,0.684,116.044
67,282400,0.683,0.734,4,-4.523,0,0.029,0.00112,0.0139,0.258,0.576,106.254
67,205333,0.546,0.786,3,-5.06,0,0.0401,0.0915,8.67e-05,0.168,0.679,126.003
67,225760,0.454,0.865,4,-3.841,1,0.0561,0.0323,0.0,0.186,0.34,166.018
67,208300,0.599,0.932,11,-5.622,1,0.0407,0.00215,0.0,0.146,0.539,102.065
67,187253,0.604,0.894,2,-5.0,1,0.037,0.0212,0.0,0.0299,0.901,145.017
67,166560,0.615,0.811,6,-4.316,1,0.144,0.0188,0.0,0.196,0.808,167.995
67,256007,0.557,0.299,0,-10.634,1,0.0266,0.624,0.0308,0.0914,0.297,90.081
67,213338,0.507,0.665,0,-7.598,1,0.0474,0.0144,0.0,0.0759,0.4,126.879
67,184213,0.313,0.429,6,-7.415,1,0.0343,0.787,0.0,0.0863,0.416,77.27
67,250240,0.37,0.87,5,-2.09,1,0.271,0.0415,0.0,0.604,0.331,79.092
67,219973,0.616,0.728,9,-4.02,0,0.0278,0.0275,0.0,0.228,0.375,111.934
67,225960,0.768,0.62,2,-7.399,1,0.0658,0.139,0.0,0.521,0.589,132.035
67,215627,0.684,0.817,0,-5.499,1,0.0308,0.0222,2.19e-05,0.439,0.623,118.061
67,180952,0.662,0.616,4,-9.621,1,0.206,0.156,0.000222,0.126,0.614,160.071
67,183020,0.827,0.739,8,-6.391,1,0.0744,0.0214,4.13e-06,0.043,0.352,95.999
67,227847,0.525,0.85,9,-5.469,0,0.0678,0.0571,0.0,0.0555,0.275,134.115
67,198280,0.727,0.526,6,-6.307,1,0.0378,0.693,0.0,0.116,0.681,105.086
67,189995,0.701,0.621,10,-4.972,1,0.0556,0.0237,0.0,0.232,0.494,110.03
67,145653,0.638,0.676,10,-5.944,0,0.22,0.402,1.07e-06,0.171,0.688,88.903
67,198029,0.569,0.183,7,-14.371,1,0.0298,0.914,0.404,0.106,0.13,70.06
67,382307,0.825,0.672,0,-7.108,1,0.418,0.0858,0.0,0.123,0.246,147.01
67,261240,0.578,0.574,2,-6.209,1,0.0454,0.196,0.0,0.083,0.301,174.152
67,192597,0.716,0.906,2,-3.539,1,0.0717,0.00423,0.0,0.0547,0.762,101.028
67,293398,0.429,0.587,9,-4.588,1,0.0275,0.315,0.0,0.108,0.164,145.003
67,216800,0.735,0.831,9,-5.898,1,0.0332,0.00166,0.217,0.291,0.756,123.017
67,169587,0.68,0.888,9,-5.308,1,0.055,0.0527,2.82e-06,0.0575,0.484,90.076
67,427093,0.278,0.494,7,-7.853,0,0.029,0.157,0.000407,0.173,0.527,169.661
67,224320,0.729,0.894,0,-4.054,1,0.0798,0.0612,0.0,0.36,0.757,101.053
67,229773,0.505,0.964,7,-3.673,1,0.0718,9.97e-05,2.85e-06,0.113,0.571,138.021
67,206394,0.596,0.897,10,-2.94,1,0.0462,0.0641,5.24e-05,0.0628,0.578,118.0
67,190045,0.397,0.668,9,-4.292,1,0.0855,0.102,0.0,0.0744,0.456,67.012
67,235703,0.79,0.45,8,-7.571,0,0.195,0.335,0.0,0.125,0.273,98.064
