popularity,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
74,161944,0.667,0.827,11,-5.631,1,0.0368,0.0863,0.0,0.0565,0.573,107.95
74,210627,0.747,0.716,11,-2.457,0,0.075,0.135,0.0,0.251,0.751,125.008
74,222360,0.78,0.575,1,-5.628,0,0.139,0.106,0.0,0.129,0.273,81.502
74,188454,0.657,0.562,8,-8.6,1,0.0601,0.54,0.00143,0.101,0.704,81.657
74,194268,0.597,0.581,1,-4.565,0,0.0366,0.59,4.38e-06,0.137,0.212,147.987
74,214427,0.368,0.796,1,-4.923,0,0.0823,0.0157,0.0,0.0694,0.181,170.033
74,243147,0.638,0.738,6,-4.976,0,0.0292,0.117,0.000384,0.689,0.657,97.021
74,276333,0.91,0.444,1,-8.126,0,0.344,0.022,0.0,0.137,0.53,149.953
74,251573,0.822,0.478,1,-8.746,1,0.0343,0.559,0.0073,0.0813,0.722,117.394
74,320720,0.559,0.578,8,-9.54,1,0.151,0.79,0.000522,0.324,0.239,79.938
74,165640,0.733,0.684,2,-4.748,1,0.177,0.142,0.0,0.179,0.437,142.04
74,214825,0.565,0.569,6,-6.084,0,0.379,0.0352,8.81e-06,0.106,0.303,92.466
74,202636,0.791,0.839,11,-4.284,1,0.266,0.0588,6.26e-05,0.259,0.383,170.113
74,143969,0.659,0.614,9,-7.32,0,0.0541,0.000404,0.0,0.123,0.26,119.405
74,181728,0.372,0.656,1,-6.086,1,0.0776,0.217,0.0,0.418,0.15,140.171
74,239293,0.697,0.691,2,-4.757,1,0.146,0.214,0.0,0.185,0.305,137.853
74,245604,0.638,0.6,1,-5.84,0,0.0438,0.114,0.0,0.187,0.0399,101.981
74,262544,0.691,0.683,0,-7.335,1,0.0954,0.547,0.0,0.221,0.456,140.002
74,200838,0.501,0.674,5,-6.363,1,0.0408,0.00346,3.56e-05,0.282,0.152,155.051
74,181573,0.766,0.442,1,-8.558,1,0.356,0.000107,6.12e-05,0.111,0.39,201.8
74,198209,0.574,0.798,6,-5.356,1,0.0485,0.0152,0.0,0.111,0.58,105.034
74,235493,0.789,0.716,11,-4.241,0,0.0432,0.129,1.07e-05,0.069,0.611,125.906
74,204760,0.736,0.817,8,-4.9,1,0.0407,0.00987,0.00167,0.117,0.653,119.95
74,102813,0.372,0.239,6,-11.314,0,0.0296,0.856,0.000175,0.168,0.127,113.451
74,231827,0.752,0.678,5,-5.421,1,0.0646,0.085,1.64e-06,0.13,0.583,96.009
74,220839,0.599,0.494,2,-7.61,1,0.0372,0.816,0.0,0.101,0.44,142.893
74,237339,0.476,0.564,2,-5.677,1,0.0269,0.0406,0.0,0.102,0.167,143.929
74,238444,0.432,0.873,4,-4.367,1,0.0577,0.0279,0.0,0.167,0.629,163.936
74,248467,0.322,0.28,6,-9.367,0,0.0281,0.468,1.1e-06,0.102,0.175,85.794
74,213733,0.818,0.799,1,-4.1,0,0.156,0.00107,0.128,0.057,0.0815,100.014
74,353893,0.832,0.659,10,-7.828,0,0.057,0.0839,0.00114,0.0753,0.674,100.163
74,193080,0.445,0.179,1,-12.938,1,0.0396,0.952,0.00056,0.107,0.119,72.246
74,193059,0.69,0.578,6,-7.436,1,0.0929,0.167,0.0,0.305,0.416,99.961
74,220013,0.576,0.593,9,-6.024,0,0.0306,0.0467,0.000767,0.237,0.373,157.993
74,239894,0.495,0.894,2,-4.814,0,0.0441,0.00453,0.000596,0.103,0.213,126.03
74,221633,0.62,0.776,8,-4.109,1,0.0365,0.358,4.31e-05,0.11,0.551,93.963
74,160839,0.627,0.678,2,-4.691,1,0.0294,0.185,0.0,0.374,0.724,100.032
74,180617,0.617,0.704,6,-7.61,0,0.0258,0.171,0.0,0.0924,0.57,91.541
74,201547,0.607,0.934,3,-4.217,1,0.0314,0.0327,0.0,0.0909,0.568,122.01
74,203173,0.715,0.584,8,-8.231,1,0.0296,0.432,1.41e-06,0.095,0.609,90.99
74,260253,0.587,0.828,11,-5.108,1,0.161,0.00327,0.0,0.331,0.494,123.907
74,157707,0.752,0.87,9,-3.812,0,0.0623,0.0604,1.12e-05,0.489,0.784,120.006
74,178154,0.777,0.58,0,-6.928,0,0.0525,0.0125,0.0,0.161,0.0636,129.918
74,403453,0.282,0.605,6,-4.916,0,0.0294,0.0047,0.00144,0.103,0.0783,103.929
74,192200,0.668,0.718,1,-4.736,0,0.0605,0.0165,0.0,0.104,0.345,91.993
74,137876,0.61,0.508,8,-6.682,0,0.152,0.297,0.0,0.384,0.758,178.818
74,160720,0.846,0.748,5,-3.512,0,0.078,0.188,0.0,0.093,0.597,90.006
74,262147,0.751,0.736,5,-4.168,0,0.156,0.0206,0.0,0.265,0.352,130.014
74,213572,0.581,0.674,8,-7.09,1,0.033,0.00187,3.01e-06,0.128,0.488,143.005
74,188690,0.905,0.571,2,-7.979,1,0.357,0.228,0.0,0.113,0.757,144.892
74,153467,0.709,0.679,11,-6.503,0,0.346,0.0115,0.0,0.0971,0.754,162.973
74,201067,0.572,0.691,6,-5.038,1,0.0314,0.163,0.0,0.14,0.36,130.974
74,246610,0.397,0.206,2,-12.487,1,0.0389,0.947,1.35e-05,0.119,0.27,120.702
74,139663,0.56,0.865,1,-1.148,1,0.0909,0.255,0.000153,0.083,0.424,159.96
74,198261,0.719,0.758,2,-5.167,0,0.0851,0.137,0.0,0.129,0.49,147.023
74,248987,0.39,0.388,10,-9.017,1,0.0355,0.472,0.0,0.157,0.187,72.934
74,202357,0.592,0.885,9,-4.944,0,0.0807,0.0505,2.38e-06,0.0843,0.731,98.991
74,232853,0.746,0.45,7,-8.543,1,0.0872,0.0407,0.0,0.172,0.336,95.998
74,240166,0.585,0.303,4,-10.058,1,0.0398,0.694,0.0,0.115,0.142,136.703
74,229400,0.68,0.741,2,-5.055,1,0.0357,0.347,1.87e-06,0.117,0.635,127.024
74,163200,0.595,0.752,0,-5.232,1,0.097,0.58,0.0,0.105,0.758,199.971
74,152280,0.708,0.211,9,-9.603,0,0.0424,0.853,0.0,0.131,0.362,72.5
74,218320,0.442,0.737,7,-5.046,1,0.109,0.0589,0.0,0.102,0.21,112.93
74,170640,0.664,0.316,5,-10.345,1,0.519,0.298,2.03e-06,0.0812,0.541,92.875
74,160078,0.55,0.637,8,-5.212,1,0.163,0.597,0.0,0.129,0.535,84.448
74,193555,0.755,0.882,10,-1.957,0,0.0532,0.125,0.00142,0.103,0.606,99.984
74,202093,0.658,0.671,2,-12.21,1,0.0363,0.0933,0.000927,0.115,0.166,100.966
74,199427,0.872,0.814,0,-4.568,1,0.155,0.00485,1.96e-06,0.214,0.57,98.985
74,260773,0.427,0.946,7,-2.188,1,0.0469,0.000118,0.0253,0.0604,0.237,101.305
74,211013,0.822,0.654,0,-4.623,1,0.132,0.019,0.0,0.233,0.421,119.884
74,147027,0.747,0.776,10,-5.898,0,0.0722,0.0233,1.38e-05,0.761,0.67,125.07
74,231826,0.737,0.678,6,-7.011,0,0.0962,0.114,0.157,0.123,0.698,102.051
74,181013,0.679,0.728,5,-3.092,0,0.154,0.159,0.0,0.107,0.46,152.001
74,244798,0.562,0.683,7,-4.427,1,0.0296,0.00531,0.0,0.107,0.385,132.003
74,205107,0.538,0.752,10,-5.106,1,0.0396,0.0608,5.39e-06,0.118,0.217,139.984
74,197347,0.653,0.869,5,-3.725,1,0.0382,0.128,2.2e-05,0.046,0.697,122.017
74,220730,0.404,0.806,2,-4.75,1,0.0496,0.198,0.0,0.114,0.112,148.036
74,222037,0.733,0.82,4,-4.758,0,0.218,0.0143,0.0,0.674,0.525,148.0
74,187920,0.807,0.887,9,-3.726,1,0.0503,0.0573,2.87e-06,0.124,0.961,134.052
74,97317,0.644,0.883,1,-6.985,1,0.473,0.0119,0.0,0.377,0.522,164.158
74,121846,0.904,0.854,5,-3.528,0,0.179,0.0175,9.7e-05,0.296,0.351,130.074
74,194840,0.67,0.453,0,-11.265,1,0.295,0.252,0.33,0.117,0.68,135.055
74,221307,0.448,0.603,7,-7.176,1,0.064,0.433,0.0,0.0862,0.422,205.272
74,196800,0.817,0.814,2,-3.985,1,0.185,0.32,0.0,0.152,0.247,109.994
74,172320,0.783,0.524,1,-6.828,1,0.115,0.0404,0.0,0.087,0.153,144.989
74,232150,0.751,0.719,6,-5.198,0,0.0373,0.142,0.0,0.148,0.437,98.01
74,187560,0.81,0.7,4,-5.664,0,0.0399,0.267,6.69e-05,0.137,0.193,116.019
74,176732,0.646,0.682,7,-5.847,1,0.0759,0.683,4.84e-06,0.107,0.421,131.895
74,200187,0.784,0.517,4,-8.981,0,0.209,0.0249,1.44e-06,0.155,0.206,97.991
74,151734,0.728,0.701,1,-6.58,1,0.0406,0.0945,2.08e-05,0.181,0.413,137.97
74,178800,0.692,0.443,1,-5.671,1,0.0386,0.214,0.0,0.06,0.363,127.899
74,229210,0.866,0.613,0,-6.385,1,0.151,0.0293,0.0,0.104,0.359,98.001
74,252747,0.45,0.352,1,-11.733,0,0.267,0.649,3.8e-06,0.249,0.408,102.679
74,207133,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048
74,191467,0.691,0.823,2,-4.197,1,0.0623,0.487,0.0,0.134,0.87,123.935
74,248040,0.789,0.786,2,-4.788,1,0.297,0.596,0.0,0.0997,0.39,119.957
74,155000,0.83,0.299,7,-17.113,1,0.476,0.169,0.0,0.0663,0.533,93.1
74,200629,0.707,0.67,7,-6.328,0,0.257,0.0813,0.0,0.098,0.235,163.099
74,196000,0.723,0.57,9,-8.589,0,0.0429,0.00412,0.00183,0.0862,0.575,123.979
74,120133,0.74,0.488,1,-7.664,0,0.27,0.234,0.0,0.241,0.584,149.042
74,211653,0.3,0.347,6,-9.542,1,0.0364,0.79,2.14e-06,0.111,0.164,169.361
74,223258,0.866,0.438,7,-8.943,1,0.0719,0.177,0.0,0.0743,0.695,129.039
74,145894,0.809,0.552,7,-9.914,1,0.126,0.351,1.13e-05,0.097,0.132,149.29
74,185461,0.637,0.501,0,-6.148,0,0.187,0.229,5.91e-05,0.099,0.431,103.993
74,226321,0.584,0.685,7,-7.811,1,0.425,0.0304,0.0,0.189,0.345,97.551
74,386200,0.666,0.317,5,-10.644,1,0.0327,0.873,3.74e-05,0.111,0.359,117.676
73,202496,0.494,0.951,9,-4.237,1,0.132,0.000569,0.0,0.327,0.441,160.025
73,290147,0.369,0.467,5,-9.018,1,0.0274,0.0194,0.46,0.109,0.174,94.473
73,197933,0.664,0.714,7,-6.645,0,0.111,0.0353,8.42e-06,0.0843,0.71,101.969
73,217480,0.523,0.687,7,-5.601,1,0.105,0.0215,2.86e-06,0.203,0.711,90.036
73,263865,0.454,0.555,2,-6.69,1,0.0283,0.157,0.0,0.343,0.171,171.862
73,248467,0.322,0.28,6,-9.367,0,0.0281,0.468,1.1e-06,0.102,0.175,85.794
73,226321,0.638,0.703,7,-7.874,1,0.444,0.0104,0.0,0.132,0.261,105.766
73,172253,0.63,0.754,2,-3.564,1,0.0284,0.0963,0.0,0.268,0.73,95.999
73,218235,0.757,0.678,8,-5.529,0,0.233,0.0472,9.14e-06,0.0654,0.82,120.075
73,210901,0.693,0.564,1,-3.857,0,0.0378,0.399,0.0,0.0409,0.574,185.913
73,203352,0.627,0.706,10,-3.201,0,0.0597,0.00227,0.0,0.122,0.536,99.93
73,197124,0.633,0.976,8,-5.362,1,0.0519,0.00281,1.29e-05,0.382,0.493,142.027
73,173175,0.41,0.0485,0,-13.918,1,0.038,0.947,0.0,0.108,0.247,137.97
73,206702,0.836,0.617,0,-4.363,1,0.0534,0.17,0.0,0.319,0.866,138.066
73,229400,0.732,0.795,8,-2.263,1,0.1,0.0632,0.0,0.0569,0.693,100.954
73,188563,0.819,0.654,11,-6.665,0,0.136,0.517,0.0,0.0996,0.455,133.503
73,179464,0.595,0.528,5,-7.371,0,0.0935,0.082,0.0,0.142,0.515,150.075
73,211237,0.712,0.822,6,-3.728,0,0.131,0.0321,0.0,0.239,0.469,91.011
73,193591,0.847,0.733,10,-6.439,0,0.16,0.00574,1.04e-05,0.151,0.202,130.029
73,184619,0.852,0.674,2,-4.166,1,0.211,0.0123,0.0,0.126,0.584,130.085
73,155090,0.934,0.873,1,-4.707,1,0.309,0.00488,0.0,0.0832,0.721,139.997
73,117857,0.484,0.383,8,-8.409,1,0.0531,0.801,0.0,0.178,0.235,102.565
73,260533,0.546,0.311,1,-10.396,1,0.0288,0.818,1.65e-05,0.107,0.246,147.464
73,145222,0.65,0.637,9,-6.195,1,0.0369,0.0814,0.000607,0.51,0.575,140.115
73,164678,0.583,0.867,11,-4.17,1,0.0637,0.143,0.0,0.0863,0.962,160.096
73,123447,0.74,0.566,1,-8.389,0,0.32,0.0034,0.0,0.589,0.342,156.197
73,189693,0.549,0.754,6,-4.011,0,0.0407,0.000675,6.24e-06,0.0912,0.828,139.052
73,205453,0.461,0.267,0,-8.514,1,0.0278,0.834,2.03e-05,0.107,0.481,87.918
73,211240,0.4,0.564,10,-7.444,1,0.0523,0.693,0.0,0.0863,0.483,99.269
73,235947,0.662,0.602,4,-5.369,0,0.0401,0.0529,0.0,0.356,0.29,133.969
73,225172,0.516,0.915,7,-2.498,1,0.0562,0.0228,0.000789,0.125,0.0398,174.032
73,210227,0.668,0.725,1,-6.127,1,0.266,0.0102,0.000479,0.0561,0.729,191.944
73,176632,0.894,0.511,2,-4.768,1,0.42,0.0251,0.0,0.14,0.568,120.08
73,320680,0.592,0.403,0,-8.768,0,0.414,0.62,0.0,0.54,0.391,105.169
73,217404,0.643,0.667,0,-6.993,0,0.152,0.0433,0.0,0.0904,0.485,145.999
73,320654,0.689,0.338,11,-7.634,0,0.0629,0.349,5.7e-05,0.0649,0.568,128.012
73,218808,0.413,0.521,9,-4.469,1,0.0466,0.162,0.0,0.323,0.532,103.391
73,246988,0.946,0.646,5,-6.604,1,0.21,0.219,0.0,0.0643,0.961,127.978
73,198261,0.719,0.758,2,-5.167,0,0.0851,0.137,0.0,0.129,0.49,147.023
73,178369,0.777,0.744,9,-7.42,1,0.204,0.331,0.0073,0.088,0.654,94.019
73,252256,0.711,0.739,7,-3.804,0,0.129,0.114,0.0,0.226,0.43,136.919
73,202560,0.784,0.539,7,-8.938,0,0.274,0.0818,0.0,0.106,0.576,149.059
73,181087,0.808,0.313,1,-7.992,1,0.245,0.116,0.0,0.0991,0.277,159.951
73,193911,0.798,0.568,5,-9.072,0,0.135,0.0213,0.0,0.0586,0.45,148.88
73,171798,0.686,0.64,8,-5.491,1,0.159,0.0334,0.0,0.0801,0.597,162.225
73,249213,0.573,0.63,1,-8.389,1,0.105,0.189,2.31e-05,0.259,0.218,77.525
73,272485,0.467,0.119,2,-10.99,1,0.0401,0.969,1.4e-06,0.0973,0.156,70.499
73,175772,0.765,0.92,6,-4.362,1,0.0984,0.249,0.0,0.618,0.799,121.011
73,250973,0.526,0.981,8,-1.82,1,0.111,0.00318,0.00161,0.187,0.781,142.016
73,217352,0.286,0.445,6,-8.087,1,0.0347,0.355,0.0,0.114,0.278,50.827
73,189480,0.691,0.602,9,-6.807,0,0.209,0.123,0.0,0.0637,0.685,151.987
73,177685,0.76,0.652,6,-7.321,1,0.232,0.0348,0.0,0.307,0.759,100.315
73,168125,0.774,0.747,1,-3.908,0,0.082,0.0241,6.11e-06,0.342,0.833,119.964
73,264200,0.675,0.44,9,-9.298,0,0.349,0.545,6.24e-06,0.197,0.0338,109.823
73,226330,0.512,0.526,1,-5.44,1,0.0251,0.0724,0.0,0.0675,0.249,85.024
73,227880,0.773,0.414,6,-7.436,0,0.0961,0.00411,3.4e-05,0.0733,0.289,99.993
73,247960,0.629,0.824,9,-6.53,1,0.159,0.155,0.000628,0.0651,0.852,128.01
73,131587,0.748,0.297,1,-10.613,1,0.132,0.485,0.27,0.138,0.114,123.983
73,203507,0.462,0.538,0,-5.527,1,0.059,0.0137,0.0,0.429,0.405,139.256
73,114500,0.88,0.501,2,-6.774,1,0.062,0.0494,0.0695,0.436,0.459,120.038
73,275227,0.559,0.716,11,-3.964,0,0.39,0.737,0.0,0.252,0.504,176.618
73,228879,0.432,0.725,7,-4.862,1,0.0431,0.00273,0.0,0.208,0.353,128.902
73,193080,0.568,0.569,7,-6.013,0,0.0329,0.0004,0.102,0.342,0.266,72.991
73,205347,0.651,0.695,6,-3.218,1,0.0487,0.23,0.0,0.144,0.569,123.008
73,253747,0.545,0.649,6,-4.062,1,0.0324,0.143,1.57e-05,0.0894,0.297,99.099
73,157707,0.752,0.87,9,-3.812,0,0.0623,0.0604,1.12e-05,0.489,0.784,120.006
73,254694,0.587,0.711,1,-6.33,1,0.42,0.171,0.0,0.125,0.381,98.008
73,233087,0.89,0.633,11,-5.475,1,0.168,0.0232,0.000343,0.0993,0.425,139.948
73,190240,0.747,0.861,8,-5.251,1,0.0514,0.113,0.0,0.026,0.859,103.966
73,238253,0.696,0.602,0,-6.156,0,0.159,0.0679,2.11e-05,0.0696,0.305,82.989
73,195097,0.515,0.476,9,-9.843,1,0.0328,0.314,4.74e-05,0.171,0.412,135.886
73,123891,0.671,0.277,6,-11.185,0,0.0549,0.8,0.000325,0.0657,0.173,124.008
73,108132,0.774,0.513,7,-5.024,1,0.0778,0.907,0.0,0.11,0.324,91.03
73,192573,0.71,0.891,0,-3.116,0,0.0749,0.0313,0.0,0.365,0.705,125.024
73,269187,0.773,0.819,0,-5.946,0,0.118,0.426,0.0,0.0679,0.585,92.99
73,248960,0.365,0.273,4,-16.526,0,0.038,0.94,0.431,0.109,0.238,132.285
73,210236,0.572,0.742,8,-4.589,0,0.0347,0.245,0.0,0.108,0.376,127.19
73,171375,0.795,0.48,3,-8.556,1,0.0688,0.243,0.0,0.271,0.723,149.919
73,236160,0.649,0.791,2,-6.013,1,0.193,0.104,1.97e-06,0.108,0.811,128.023
73,200524,0.878,0.64,0,-5.641,1,0.0591,0.142,0.0,0.0981,0.658,124.069
73,141123,0.796,0.683,10,-5.165,0,0.277,0.0111,2.58e-06,0.126,0.737,173.852
73,178138,0.821,0.666,1,-7.237,1,0.342,0.0954,0.0,0.319,0.739,145.066
73,227200,0.537,0.383,2,-6.528,1,0.0247,0.747,0.00025,0.356,0.339,104.252
73,219840,0.806,0.608,1,-7.008,1,0.0659,0.0113,0.0,0.635,0.849,95.049
73,236480,0.712,0.562,10,-6.008,1,0.129,0.125,0.0,0.136,0.142,140.0
73,226581,0.733,0.676,10,-5.655,0,0.0432,0.0697,0.0,0.208,0.701,97.448
73,228453,0.7,0.598,2,-7.783,1,0.114,0.0369,0.0,0.111,0.594,160.041
73,241440,0.526,0.712,11,-6.525,0,0.0356,0.0161,0.0,0.179,0.32,105.009
73,200747,0.721,0.339,0,-11.195,1,0.0532,0.409,0.00153,0.0973,0.2,129.83
73,180620,0.586,0.715,11,-5.962,0,0.159,0.013,1.15e-06,0.54,0.59,120.971
73,179917,0.691,0.474,10,-8.742,0,0.0583,0.569,0.000626,0.099,0.381,143.783
73,206279,0.442,0.619,1,-5.28,1,0.0321,0.0841,0.0,0.0889,0.382,128.318
73,212374,0.454,0.66,0,-4.357,1,0.168,0.0364,0.0,0.181,0.568,184.353
73,157447,0.637,0.589,9,-5.618,0,0.0352,0.0298,0.0,0.11,0.376,148.925
73,193788,0.654,0.711,1,-7.437,0,0.0383,0.0214,0.00191,0.0903,0.198,127.957
73,208187,0.613,0.764,2,-6.509,1,0.136,0.0527,0.0,0.197,0.417,160.015
73,172399,0.715,0.658,11,-4.304,0,0.106,0.162,0.0,0.0742,0.795,158.024
73,211680,0.502,0.623,8,-8.812,1,0.44,0.609,0.0,0.119,0.399,75.578
73,216013,0.749,0.865,3,-5.228,1,0.0413,0.00536,0.0,0.198,0.371,111.914
73,212850,0.765,0.689,6,-5.616,1,0.0456,0.236,7.39e-06,0.114,0.497,144.958
73,176787,0.725,0.668,5,-7.286,0,0.055,0.0932,2.33e-06,0.112,0.566,82.966
73,253587,0.624,0.532,0,-7.146,1,0.124,0.269,5.17e-05,0.158,0.362,76.453
73,185899,0.816,0.781,1,-4.237,0,0.0425,0.692,0.00935,0.0835,0.937,99.95
73,220042,0.434,0.929,1,-2.749,1,0.147,0.000207,0.00109,0.0916,0.428,92.541
73,239613,0.591,0.889,7,-3.839,1,0.115,0.0189,0.0,0.155,0.65,143.067
73,249520,0.534,0.721,11,-7.307,0,0.0417,0.0343,6.24e-06,0.115,0.225,128.978
73,186293,0.58,0.751,7,-5.078,1,0.0267,0.49,0.0,0.277,0.718,148.108
73,223053,0.636,0.831,5,-3.945,1,0.182,0.0294,3.85e-06,0.272,0.668,175.015
73,222587,0.767,0.677,11,-6.128,0,0.184,0.0339,5.51e-06,0.144,0.538,146.155
73,185093,0.592,0.637,11,-8.48,1,0.0992,0.562,0.0,0.13,0.565,159.701
73,218787,0.548,0.855,3,-3.266,1,0.151,0.0149,0.0,0.127,0.644,145.133
73,189933,0.674,0.778,0,-5.367,1,0.0376,0.0469,0.0,0.145,0.816,90.01
73,167427,0.6,0.808,4,-4.679,1,0.0403,0.208,0.0,0.196,0.809,172.016
73,277653,0.638,0.535,9,-7.792,0,0.0415,0.623,0.0391,0.0837,0.504,84.947
73,192947,0.506,0.745,8,-6.044,1,0.331,0.0594,0.0,0.341,0.311,161.808
73,196363,0.767,0.569,4,-6.805,0,0.216,0.00988,1.45e-05,0.109,0.524,77.052
73,225680,0.598,0.295,1,-8.553,1,0.0276,0.735,0.0,0.107,0.314,87.025
73,167538,0.445,0.455,7,-6.405,1,0.0575,0.731,1.47e-06,0.124,0.151,109.885
73,193080,0.725,0.879,1,-3.351,1,0.101,0.00849,1.25e-06,0.316,0.71,118.092
73,211975,0.699,0.883,5,-3.226,0,0.219,0.0288,0.0,0.817,0.499,127.961
73,203908,0.745,0.646,6,-6.987,0,0.17,0.157,0.0,0.338,0.46,79.993
73,224728,0.684,0.79,3,-4.871,0,0.0735,0.0271,0.000371,0.0854,0.549,95.083
73,240507,0.712,0.51,8,-8.162,1,0.0633,0.446,2.46e-05,0.112,0.268,122.964
73,236413,0.615,0.534,9,-6.719,0,0.0386,0.106,1.76e-05,0.0607,0.193,135.917
73,182493,0.606,0.652,9,-6.982,1,0.0281,0.323,0.0,0.201,0.476,97.155
73,255067,0.593,0.2,8,-11.063,1,0.0311,0.904,0.0,0.0897,0.17,83.966
73,189467,0.743,0.735,8,-5.337,1,0.0382,0.00389,0.0,0.304,0.631,104.979
73,304041,0.92,0.674,1,-5.662,0,0.264,0.307,0.0,0.104,0.741,141.967
73,210300,0.629,0.58,7,-6.208,0,0.0278,0.357,0.000353,0.436,0.655,110.264
73,169345,0.804,0.66,10,-4.86,0,0.0726,0.0319,0.0,0.103,0.257,94.053
73,158684,0.851,0.625,10,-5.417,0,0.303,0.195,0.0,0.266,0.668,99.061
73,255653,0.48,0.61,0,-7.042,1,0.305,0.0456,0.0,0.313,0.297,90.034
73,278800,0.624,0.647,3,-4.68,0,0.0335,0.0169,0.0038,0.221,0.379,136.022
73,214363,0.569,0.865,4,-3.844,0,0.266,0.0673,0.0,0.312,0.361,82.011
73,173114,0.288,0.638,4,-6.935,0,0.0779,0.133,8.16e-05,0.14,0.147,66.424
73,244453,0.623,0.734,9,-5.95,1,0.107,0.0162,1.9e-06,0.145,0.372,107.853
73,176827,0.631,0.715,1,-6.083,0,0.0277,0.0299,0.0,0.122,0.42,135.826
73,229670,0.645,0.705,1,-5.008,1,0.299,0.000813,0.0,0.128,0.376,137.133
73,212800,0.726,0.779,1,-7.057,0,0.0251,0.0178,0.00178,0.104,0.841,109.133
73,149725,0.8,0.832,0,-5.497,1,0.266,0.087,0.0,0.322,0.736,106.983
73,240230,0.48,0.329,11,-12.487,0,0.0329,0.874,0.00165,0.244,0.385,80.375
73,211773,0.472,0.861,4,-3.966,0,0.0447,0.283,0.0,0.83,0.358,144.077
73,182623,0.575,0.758,1,-5.029,0,0.0618,0.0954,0.0,0.394,0.493,144.107
73,271733,0.516,0.546,5,-9.105,1,0.249,0.814,4.5e-06,0.0995,0.515,78.267
73,222307,0.701,0.755,2,-5.82,1,0.0417,0.00363,0.000795,0.121,0.116,95.036
73,208280,0.604,0.879,4,-3.388,1,0.0322,0.0468,0.0,0.0909,0.757,137.983
73,226743,0.877,0.477,9,-7.379,0,0.0587,0.307,0.0,0.0929,0.552,127.023
73,151851,0.82,0.603,8,-7.18,1,0.308,0.0351,0.0159,0.122,0.177,159.976
73,163902,0.866,0.211,11,-12.676,0,0.0404,0.974,0.0,0.0987,0.198,101.295
73,231964,0.649,0.493,11,-7.645,0,0.11,0.586,0.000167,0.0667,0.277,104.542
73,162981,0.373,0.717,1,-5.833,0,0.083,0.0568,0.0,0.114,0.293,109.977
73,93970,0.577,0.788,11,-6.737,0,0.0977,0.014,2.56e-06,0.123,0.644,172.926
73,248053,0.789,0.789,2,-4.813,1,0.298,0.598,0.0,0.099,0.37,119.95
73,329228,0.707,0.593,5,-8.581,0,0.0949,0.287,0.0,0.15,0.478,123.772
73,160943,0.399,0.274,2,-7.474,1,0.0313,0.848,0.0,0.109,0.198,113.526
73,175884,0.826,0.615,1,-4.729,0,0.137,0.435,0.00631,0.334,0.841,102.999
73,190067,0.644,0.755,1,-5.325,1,0.0448,0.00237,7.64e-06,0.0859,0.334,102.861
73,198874,0.755,0.689,5,-4.463,1,0.0305,0.0693,0.0,0.394,0.638,140.013
73,168960,0.739,0.85,2,-3.966,1,0.0308,0.0272,0.0,0.181,0.883,113.0
73,299227,0.88,0.67,2,-5.177,1,0.0468,0.325,4.17e-06,0.0662,0.131,101.008
73,186754,0.409,0.886,7,-4.035,1,0.084,0.000567,0.00474,0.117,0.498,167.917
73,247040,0.445,0.116,7,-14.911,1,0.0368,0.947,1.69e-05,0.112,0.139,167.915
73,85742,0.799,0.543,10,-6.094,0,0.24,0.0512,0.0425,0.134,0.25,187.906
73,182654,0.518,0.683,1,-5.295,1,0.0364,0.346,0.0,0.311,0.304,141.971
73,245027,0.581,0.619,10,-6.524,1,0.0282,0.769,0.000106,0.117,0.645,137.915
73,198034,0.586,0.817,10,-5.352,1,0.0621,0.106,0.0,0.319,0.593,143.949
73,194867,0.572,0.949,4,-4.865,1,0.06,0.00165,0.000195,0.163,0.53,118.974
73,202915,0.661,0.651,7,-3.771,0,0.0499,0.117,1.32e-05,0.056,0.368,87.46
73,174793,0.471,0.474,5,-6.355,1,0.0382,0.723,0.0,0.0964,0.262,120.656
73,183067,0.794,0.728,1,-6.759,1,0.114,0.121,8.82e-06,0.227,0.36,105.024
73,210013,0.503,0.748,5,-4.124,1,0.0619,0.0305,0.0,0.343,0.356,125.896
73,191067,0.522,0.9,0,-2.631,0,0.0719,6.98e-05,0.0,0.3,0.579,160.01
73,230762,0.414,0.486,6,-6.431,0,0.0311,0.0129,0.0,0.111,0.368,128.038
73,243760,0.788,0.652,1,-3.931,1,0.405,0.373,0.0,0.755,0.812,128.108
73,158332,0.938,0.638,8,-4.713,1,0.189,0.0167,0.0,0.111,0.313,97.075
73,226693,0.716,0.729,5,-6.313,1,0.117,0.0991,0.0,0.0842,0.276,131.975
73,171040,0.365,0.851,4,-6.238,0,0.0645,0.0964,0.003,0.237,0.309,78.086
73,197253,0.589,0.882,6,-3.039,1,0.035,0.0813,0.0,0.146,0.793,129.915
73,229928,0.502,0.685,0,-5.847,0,0.0283,0.000531,1.61e-06,0.0923,0.574,81.978
73,212107,0.626,0.595,0,-4.975,0,0.0288,0.285,0.0,0.0859,0.65,74.986
73,232368,0.486,0.616,0,-6.9,1,0.277,0.0149,0.0,0.356,0.601,132.151
73,184665,0.614,0.647,0,-4.681,0,0.0524,0.0687,0.0,0.104,0.368,163.862
73,207813,0.752,0.712,4,-5.467,0,0.0474,0.256,0.0,0.136,0.588,139.999
