popularity,duration_ms,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
1,273707,2017-12-29,0.734,0.73,1,-5.275,1,0.0378,0.000332,0.0252,0.0168,0.741,127.968
1,171307,2018-05-04,0.677,0.85,6,-4.39,0,0.0454,0.000741,0.308,0.0994,0.297,122.037
1,170813,2021-04-05,0.658,0.634,1,-5.797,0,0.0413,0.0106,0.0,0.132,0.29,139.98
1,237760,2021-04-09,0.489,0.315,1,-7.682,1,0.03,0.597,0.0,0.082,0.316,101.987
1,209173,2013-01-01,0.325,0.892,7,-4.039,1,0.0838,0.000887,9.87e-06,0.342,0.372,127.667
1,282462,2018-11-29,0.492,0.905,0,-4.652,1,0.0927,0.0186,0.042,0.226,0.165,129.986
1,235747,2021-04-12,0.853,0.477,8,-6.696,1,0.036,0.405,0.0,0.111,0.801,92.032
1,220574,2020-12-29,0.57,0.297,1,-8.57,1,0.0564,0.897,0.0,0.111,0.196,120.538
1,279950,2017-07-21,0.202,0.95,0,-7.233,1,0.0671,1.82e-05,0.174,0.888,0.402,158.278
1,278213,2020-09-25,0.603,0.942,10,-4.281,0,0.0403,0.0734,0.136,0.765,0.543,125.98
1,222800,2018-05-25,0.64,0.605,10,-6.419,1,0.0387,0.275,1.24e-05,0.153,0.925,120.785
1,234053,2017-12-29,0.699,0.549,7,-6.17,0,0.0815,0.00223,0.000105,0.0818,0.514,139.929
1,260427,2011-01-21,0.498,0.754,2,-4.866,1,0.0438,0.36,0.0,0.119,0.393,130.057
1,612203,2019-11-29,0.502,0.977,1,-6.283,1,0.0563,0.000668,0.252,0.354,0.142,118.022
1,213122,2017-07-21,0.32,0.922,8,-7.007,1,0.053,1.37e-05,0.259,0.841,0.399,97.892
1,172400,2014-03-09,0.94,0.518,5,-8.484,0,0.373,0.194,0.0,0.287,0.932,107.075
1,450836,2013-12-30,0.587,0.678,1,-6.172,0,0.064,0.000129,0.481,0.0602,0.112,127.971
1,233131,2017-12-29,0.61,0.914,11,-8.18,1,0.118,0.00152,0.0041,0.273,0.851,140.001
1,208120,2017-12-29,0.784,0.863,10,-6.405,1,0.192,0.136,0.0,0.0458,0.82,128.006
1,312687,2013-12-15,0.522,0.999,7,-3.602,1,0.105,0.00958,0.186,0.0413,0.0796,149.969
1,254133,2017-12-29,0.69,0.736,0,-3.821,1,0.0418,0.000205,0.241,0.088,0.771,132.134
1,187680,2021-04-09,0.752,0.292,9,-8.967,0,0.0928,0.843,0.0,0.1,0.621,89.831
1,278333,2017-12-29,0.835,0.773,4,-6.695,0,0.239,0.0338,0.000414,0.159,0.78,133.054
1,269897,2017-12-29,0.694,0.74,8,-5.013,0,0.0823,0.041,0.000674,0.0888,0.84,130.008
1,258160,2013-11-12,0.445,0.237,2,-15.138,0,0.115,0.596,0.00228,0.212,0.232,97.659
1,270081,2017-12-29,0.723,0.831,0,-6.173,0,0.048,0.000733,2.13e-05,0.252,0.89,129.98
1,280000,2017-12-29,0.73,0.817,8,-6.417,1,0.0521,0.00622,0.000387,0.0943,0.758,137.994
1,218840,2014-11-27,0.789,0.531,0,-12.422,1,0.0445,0.0793,1.04e-05,0.321,0.614,117.521
1,196120,2013-11-29,0.537,0.85,5,-7.396,0,0.0363,0.00132,0.0,0.254,0.58,128.007
1,164000,2021-04-09,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031
1,164000,2021-04-02,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031
1,170813,2021-04-05,0.658,0.634,1,-5.797,0,0.0413,0.0106,0.0,0.132,0.29,139.98
1,260000,2017-12-29,0.698,0.76,11,-4.848,0,0.158,0.000588,0.0365,0.0598,0.952,129.985
1,178907,2010-03-18,0.795,0.576,9,-7.245,0,0.0701,0.00309,0.000395,0.344,0.901,112.031
1,170813,2021-04-05,0.658,0.634,1,-5.797,0,0.0413,0.0106,0.0,0.132,0.29,139.98
1,332134,2020-02-07,0.461,0.905,5,-6.849,1,0.267,0.000803,0.252,0.272,0.128,167.704
1,167918,2020-10-23,0.8,0.639,7,-10.554,1,0.131,0.764,0.000197,0.083,0.672,94.001
1,164000,2021-04-09,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031
1,267813,2017-12-29,0.673,0.816,8,-6.001,1,0.0568,0.000541,0.000835,0.0463,0.601,137.958
1,192800,2021-04-05,0.588,0.925,0,-5.584,1,0.16,0.0897,4.89e-06,0.0881,0.759,99.83
1,379718,2020-02-07,0.688,0.707,8,-12.262,1,0.0853,0.00187,0.426,0.0821,0.441,167.863
1,270013,2017-12-29,0.741,0.922,11,-7.478,0,0.0706,0.018,0.00622,0.0508,0.44,127.979
1,278825,2010-12-21,0.876,0.619,7,-10.834,1,0.0864,0.0122,0.033,0.319,0.677,117.987
1,222241,2010-12-21,0.756,0.807,11,-3.969,0,0.0294,0.261,0.000793,0.0719,0.596,119.976
1,148760,2018-12-28,0.752,0.67,0,-7.828,1,0.0313,0.0764,0.0,0.0633,0.713,100.526
1,193000,2020-05-25,0.267,0.361,5,-11.614,1,0.0405,0.599,0.0,0.239,0.244,147.94
1,181107,2015-12-11,0.612,0.741,3,-4.581,0,0.0282,0.0284,0.0,0.162,0.665,119.67
1,212599,2019-12-20,0.71,0.761,7,-3.201,1,0.0408,0.0035,0.000108,0.11,0.641,122.502
1,361796,2014-10-20,0.798,0.719,11,-8.898,0,0.0514,0.0585,0.00102,0.0923,0.546,131.428
1,234160,2015-12-11,0.68,0.79,10,-5.471,1,0.0433,0.0161,0.0,0.144,0.818,118.39
1,230933,2015-12-11,0.631,0.837,4,-5.353,1,0.073,0.201,0.0,0.131,0.783,95.884
1,221880,2014-02-01,0.309,0.886,2,-4.781,1,0.0591,0.015,0.342,0.0969,0.563,140.632
1,201827,2014-10-20,0.421,0.758,0,-7.328,1,0.0487,0.0659,1.96e-05,0.0772,0.48,95.212
1,288850,2014-11-18,0.805,0.932,8,-3.038,0,0.052,0.000677,0.481,0.074,0.669,128.001
1,170813,2021-04-05,0.658,0.634,1,-5.797,0,0.0413,0.0106,0.0,0.132,0.29,139.98
1,158474,2015-12-18,0.731,0.639,9,-6.597,1,0.0359,0.0206,1.29e-05,0.0789,0.527,122.08
1,288117,2016-01-01,0.672,0.875,0,-6.527,1,0.0766,0.00975,0.000523,0.236,0.849,139.999
1,182293,2016-08-05,0.702,0.498,4,-12.989,1,0.0291,0.483,4.75e-06,0.305,0.756,114.788
1,187500,2016-12-16,0.725,0.933,5,-4.098,0,0.111,0.0289,0.000274,0.375,0.744,120.04
1,202653,2014-11-18,0.927,0.47,4,-6.965,0,0.202,0.0137,0.0,0.0736,0.605,98.012
1,243707,2017-12-29,0.706,0.73,9,-8.064,0,0.0521,0.00704,0.201,0.126,0.545,129.967
1,191250,2014-12-19,0.672,0.673,6,-6.101,0,0.0543,0.0281,0.0112,0.213,0.131,127.985
1,221719,2018-12-14,0.424,0.625,1,-7.132,1,0.066,0.0211,0.000564,0.105,0.153,127.796
1,211343,2018-12-14,0.511,0.925,1,-5.787,1,0.0643,0.00556,0.0,0.0605,0.196,133.905
1,174760,2021-04-09,0.614,0.934,9,-3.709,0,0.07,0.0697,0.0,0.121,0.436,116.001
1,295733,2017-12-29,0.688,0.586,7,-8.194,1,0.0352,0.0029,0.000164,0.0588,0.715,137.945
1,203226,2017-12-22,0.718,0.918,8,-3.586,0,0.124,0.177,0.0101,0.121,0.91,124.015
1,257800,2017-12-29,0.773,0.701,9,-4.374,1,0.0816,0.00794,0.0,0.0413,0.971,134.951
1,206280,2021-04-09,0.772,0.643,0,-6.24,0,0.063,0.0102,0.0,0.0705,0.669,114.031
1,338334,2017-12-29,0.686,0.821,11,-3.761,0,0.0552,0.000138,0.241,0.0894,0.335,137.992
1,206280,2021-04-09,0.772,0.643,0,-6.24,0,0.063,0.0102,0.0,0.0705,0.669,114.031
1,219428,2014-03-25,0.476,0.86,10,-5.801,0,0.0507,0.0135,9.19e-05,0.119,0.272,90.01
1,364240,2017-12-08,0.619,0.998,6,-1.221,0,0.208,0.000677,0.0376,0.245,0.425,109.978
1,288627,2017-12-29,0.644,0.669,6,-6.316,0,0.275,0.0398,0.000855,0.0703,0.746,135.033
1,238067,2020-06-09,0.758,0.857,3,-7.382,0,0.0886,0.409,0.032,0.0876,0.667,124.98
1,213947,2020-10-23,0.877,0.658,11,-6.055,0,0.132,0.163,0.0,0.108,0.693,123.995
1,221153,2019-05-24,0.479,0.944,2,-7.059,1,0.0523,0.012,0.0,0.102,0.261,109.998
1,182794,2020-12-28,0.681,0.659,7,-7.167,1,0.0342,0.221,0.000151,0.079,0.686,92.506
1,253378,2016-12-10,0.496,0.267,6,-9.058,1,0.0743,0.87,0.0,0.0897,0.379,155.502
1,265613,2020-10-23,0.184,0.286,7,-8.257,0,0.0293,0.857,0.0,0.133,0.122,81.408
1,221693,2021-04-09,0.549,0.307,11,-9.171,0,0.0351,0.776,0.0,0.0871,0.428,135.57
1,192800,2021-04-05,0.588,0.925,0,-5.584,1,0.16,0.0897,4.89e-06,0.0881,0.759,99.83
1,158678,2018-12-21,0.785,0.872,4,-4.579,1,0.0418,0.0363,0.0,0.549,0.511,121.052
1,163200,2018-12-21,0.64,0.952,4,-3.161,0,0.0531,0.0846,1.05e-06,0.407,0.292,124.964
1,361796,2014-10-20,0.798,0.719,11,-8.898,0,0.0514,0.0585,0.00102,0.0923,0.546,131.428
1,236484,2016-12-16,0.486,0.788,7,-3.774,0,0.0355,0.0247,0.0,0.0666,0.237,130.018
1,243987,2020-06-12,0.451,0.195,2,-8.335,1,0.044,0.958,2.57e-06,0.104,0.286,93.706
1,172773,2018-12-31,0.528,0.571,7,-5.707,1,0.0334,0.841,0.0,0.13,0.548,118.596
1,166640,2018-12-31,0.57,0.359,2,-9.218,1,0.0278,0.863,0.000538,0.121,0.466,143.266
1,200132,2018-12-10,0.567,0.565,11,-7.092,1,0.0556,0.525,0.0256,0.144,0.418,108.1
1,119855,2020-12-04,0.345,0.201,7,-15.248,1,0.0392,0.967,0.000173,0.103,0.0385,99.218
1,50500,2018-12-14,0.753,0.424,2,-18.459,1,0.935,0.772,0.0,0.405,0.331,64.867
1,192800,2021-04-05,0.588,0.925,0,-5.584,1,0.16,0.0897,4.89e-06,0.0881,0.759,99.83
1,236586,2020-06-24,0.814,0.475,1,-10.642,1,0.297,0.09,5.66e-06,0.0199,0.559,95.015
1,286893,2017-05-23,0.691,0.812,10,-5.716,1,0.0359,0.00742,0.000571,0.0526,0.893,127.998
1,234325,2010-12-21,0.385,0.928,0,-7.571,1,0.0771,0.000365,0.152,0.428,0.599,77.011
1,205761,2010-12-21,0.705,0.692,11,-8.881,0,0.0573,0.0311,1.87e-06,0.0774,0.802,124.847
1,331875,2018-11-29,0.584,0.774,6,-5.814,1,0.0503,0.000985,0.0952,0.121,0.131,127.921
1,209627,2010-12-21,0.44,0.897,0,-4.318,1,0.065,1.9e-05,0.0706,0.323,0.467,130.243
1,384733,2010-12-21,0.743,0.759,6,-11.752,1,0.0352,0.000106,0.00253,0.0493,0.74,114.617
1,297674,2019-11-28,0.566,0.922,2,-5.529,1,0.0727,0.0116,0.000565,0.25,0.365,128.998
1,185364,2014-01-03,0.464,0.946,3,-5.587,0,0.0687,0.00359,0.0192,0.392,0.193,140.055
1,266006,2020-12-11,0.786,0.386,5,-8.911,0,0.0395,0.718,0.000588,0.128,0.537,115.035
1,196302,2012-12-21,0.715,0.784,7,-4.704,0,0.115,0.00139,0.000168,0.271,0.704,127.075
1,376979,2012-05-29,0.427,0.807,8,-9.543,0,0.0578,0.00224,0.00257,0.453,0.343,139.88
1,221000,2013,0.623,0.834,6,-6.995,0,0.0371,0.0382,0.0,0.315,0.714,127.988
1,214003,2019-07-09,0.81,0.421,8,-12.663,1,0.0615,0.454,0.385,0.686,0.118,87.977
1,387927,2014-12-19,0.798,0.644,7,-6.305,0,0.0433,0.00459,0.309,0.0898,0.301,123.027
1,189818,2018-12-21,0.671,0.919,1,-8.482,1,0.0467,0.00181,0.42,0.104,0.897,110.021
1,123867,2014-12-02,0.728,0.472,11,-9.086,0,0.0611,0.404,0.0,0.0739,0.736,82.619
1,178180,2012-03-13,0.424,0.835,10,-6.935,1,0.0665,0.115,8.73e-05,0.819,0.71,130.988
1,170813,2021-04-12,0.658,0.634,1,-5.797,0,0.0413,0.0106,0.0,0.132,0.29,139.98
1,192800,2021-04-05,0.588,0.925,0,-5.584,1,0.16,0.0897,4.89e-06,0.0881,0.759,99.83
1,258587,2012-01-01,0.378,0.606,9,-6.157,1,0.0362,0.00484,2.73e-05,0.0765,0.689,69.441
1,207000,2015-12-11,0.733,0.646,8,-8.335,1,0.0443,0.0268,4.15e-05,0.249,0.801,113.975
1,164000,2021-04-09,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031
1,232500,2016-12-16,0.484,0.956,1,-1.848,0,0.0926,0.0412,0.0,0.507,0.184,127.997
1,230710,2019-01-10,0.399,0.951,5,-2.769,0,0.0552,0.000736,0.00012,0.36,0.157,155.04
1,232000,2017-10-20,0.551,0.651,0,-7.423,1,0.0478,0.0371,0.0,0.11,0.162,119.994
1,263693,2020-11-27,0.51,0.375,9,-9.194,1,0.0288,0.812,0.0,0.145,0.25,132.555
1,129301,2019-07-19,0.456,0.859,9,-7.38,1,0.0708,0.000388,0.0,0.915,0.278,126.001
1,184764,2018-12-31,0.433,0.374,7,-8.786,1,0.028,0.828,0.0,0.251,0.264,148.474
1,244333,2010-12-21,0.934,0.661,1,-8.319,0,0.0436,0.0137,4.38e-05,0.107,0.88,102.996
1,201960,2010-03-29,0.447,0.861,4,-7.325,1,0.0444,0.00195,0.0,0.269,0.34,149.053
1,176548,2013-11-15,0.337,0.993,9,-3.099,0,0.219,5.4e-05,6.17e-06,0.09,0.371,97.127
1,192800,2021-04-05,0.588,0.925,0,-5.584,1,0.16,0.0897,4.89e-06,0.0881,0.759,99.83
1,197000,2020-10-23,0.717,0.733,0,-5.774,1,0.167,0.225,0.0,0.0575,0.599,82.045
1,195403,2013,0.285,0.938,9,-4.789,1,0.156,0.000143,0.000143,0.0951,0.215,119.541
1,183912,2020-09-25,0.551,0.679,10,-4.905,0,0.0346,0.025,0.0,0.489,0.247,94.141
1,330063,2020-12-05,0.748,0.681,9,-7.761,0,0.0816,0.0842,0.468,0.147,0.469,120.01
1,149583,2013,0.498,0.726,0,-5.141,1,0.0413,0.00013,0.0,0.366,0.537,109.996
1,134049,2017-02-10,0.622,0.525,0,-8.554,1,0.0339,0.821,6.65e-05,0.222,0.839,129.955
1,248128,2017-02-10,0.488,0.494,11,-11.166,0,0.0372,0.67,0.28,0.299,0.52,124.294
1,192800,2021-04-09,0.588,0.925,0,-5.584,1,0.16,0.0897,4.89e-06,0.0881,0.759,99.83
1,261973,2018-06-12,0.584,0.585,0,-7.542,1,0.0786,0.76,3.92e-05,0.213,0.473,90.701
1,179167,2018-09-28,0.461,0.888,11,-1.805,0,0.0628,0.00335,0.0,0.0883,0.322,72.01
1,240867,2018-06-12,0.569,0.418,0,-10.556,1,0.377,0.0442,2.67e-06,0.452,0.555,96.14
1,210372,2017-12-22,0.775,0.888,1,-4.799,0,0.0902,0.0369,0.0083,0.7,0.544,120.996
1,191599,2017-02-10,0.523,0.516,2,-9.958,1,0.0354,0.797,0.106,0.358,0.706,120.299
1,252720,2018-11-16,0.827,0.643,1,-7.777,1,0.151,0.0391,0.0,0.349,0.612,132.026
1,340276,2020-06-09,0.681,0.68,5,-5.22,0,0.027,0.00541,0.0,0.153,0.227,82.015
1,229651,2012-12-14,0.823,0.462,4,-6.824,1,0.037,0.0277,0.000107,0.108,0.476,124.023
1,131130,2017-07-07,0.266,0.906,11,-7.286,0,0.0936,0.000164,0.425,0.449,0.288,137.281
1,161960,2010-12-21,0.716,0.956,7,-7.387,1,0.0796,0.00293,0.022,0.0986,0.604,109.195
1,165190,2018-12-07,0.189,0.671,2,-5.098,1,0.0378,0.723,0.0,0.14,0.695,202.133
1,129301,2019-07-19,0.456,0.859,9,-7.38,1,0.0709,0.000388,0.0,0.915,0.274,125.993
1,85552,2017-11-07,0.51,0.962,2,-3.877,1,0.0755,0.233,0.0,0.516,0.451,122.047
1,240373,2014-11-08,0.646,0.582,0,-12.565,1,0.029,0.00651,0.0,0.0526,0.336,115.399
1,181752,2014-07-01,0.597,0.104,0,-16.553,0,0.0618,0.973,0.231,0.145,0.635,115.405
1,198358,2019-07-19,0.739,0.518,7,-8.677,1,0.04,0.000828,0.00615,0.265,0.178,126.024
1,67730,2017-11-07,0.408,0.982,2,-2.773,0,0.0437,0.0222,0.00467,0.473,0.536,99.762
1,220911,2019-07-19,0.487,0.73,4,-9.433,1,0.0432,0.00555,0.461,0.471,0.525,125.991
1,172211,2013,0.166,0.848,2,-5.065,1,0.0725,0.00016,0.0,0.281,0.252,84.927
1,120748,2013,0.415,0.914,1,-4.66,1,0.0471,1.36e-05,5.11e-06,0.188,0.829,103.911
1,109931,2016-09-01,0.508,0.266,7,-12.038,1,0.0326,0.791,0.0567,0.105,0.213,113.647
1,158161,2013,0.426,0.912,4,-4.462,1,0.0781,0.00065,0.0,0.382,0.365,99.923
1,239000,2013,0.754,0.483,2,-10.827,0,0.0695,0.00202,2.5e-06,0.066,0.655,127.965
1,150000,2018-12-31,0.439,0.524,1,-6.221,1,0.0304,0.01,8.38e-05,0.133,0.325,119.543
1,95559,2017-11-07,0.474,0.952,7,-4.844,0,0.0676,0.0156,3.55e-06,0.171,0.585,122.007
1,251533,2020-11-27,0.694,0.517,10,-7.898,0,0.025,0.655,2.57e-06,0.299,0.693,87.164
1,195000,2013,0.84,0.496,7,-10.379,1,0.0544,0.0946,0.0,0.127,0.517,120.025
1,225747,2013-11-15,0.68,0.649,7,-9.179,1,0.0414,0.0733,0.0585,0.213,0.44,129.956
1,283920,2012-04-16,0.456,0.552,7,-9.25,1,0.032,0.0656,0.00132,0.156,0.32,114.025
1,270000,2015-11-11,0.819,0.616,0,-8.673,1,0.0698,0.00248,0.0,0.0478,0.902,115.024
1,259827,2011-01-26,0.132,0.908,0,-4.328,0,0.0531,1.11e-05,0.211,0.0551,0.404,87.112
1,144693,2021-04-09,0.689,0.302,10,-8.441,1,0.0326,0.734,0.0,0.13,0.699,127.634
1,183892,2016-12-23,0.576,0.887,10,-5.885,0,0.0745,0.0629,0.0175,0.929,0.393,110.59
1,184427,2020-10-30,0.545,0.578,10,-7.48,1,0.0368,0.604,0.0,0.281,0.586,92.014
1,191840,2013-11-15,0.462,0.893,1,-7.378,1,0.0339,0.00139,0.0706,0.12,0.271,135.003
1,144754,2014-05-27,0.352,0.968,10,-4.162,1,0.0627,4.29e-05,0.0,0.219,0.815,185.924
1,170133,2020-06-25,0.509,0.928,2,-4.056,0,0.0452,7.18e-06,0.0151,0.304,0.328,104.559
1,236000,2015-07-06,0.674,0.437,2,-13.318,1,0.0501,0.192,0.0,0.0729,0.513,113.419
1,212000,2013,0.569,0.715,6,-8.469,0,0.0279,0.232,4.32e-05,0.353,0.579,127.985
1,199440,2021-04-09,0.866,0.811,11,-4.063,0,0.0553,0.375,0.0,0.078,0.969,121.995
1,247794,2010-12-21,0.932,0.604,2,-8.072,1,0.168,0.0669,9.3e-06,0.327,0.749,101.97
1,219160,2021-04-09,0.57,0.347,11,-6.649,0,0.0358,0.711,0.0,0.11,0.43,74.054
1,231573,2014-11-26,0.566,0.88,11,-7.828,0,0.0432,0.000114,0.427,0.179,0.249,131.99
1,157720,2021-04-09,0.735,0.842,5,-4.079,0,0.0403,0.00519,4.52e-06,0.308,0.681,123.039
1,458812,2010-09-07,0.336,0.826,9,-10.312,0,0.0511,0.427,0.208,0.981,0.671,138.492
1,342347,2020-12-11,0.344,0.368,10,-9.115,0,0.0311,0.809,0.0795,0.0879,0.36,122.389
1,158227,2013-04-23,0.303,0.158,7,-17.621,1,0.0315,0.969,0.0134,0.114,0.32,102.357
1,168000,2018-09-28,0.684,0.917,3,-1.801,1,0.0805,0.0176,3.71e-06,0.19,0.791,126.022
1,157617,2020-06-01,0.86,0.461,8,-12.631,0,0.0658,0.0296,2.29e-06,0.134,0.548,136.082
1,329144,2012-06-22,0.481,0.97,1,-6.031,1,0.12,0.166,0.023,0.0885,0.379,174.987
1,234169,2018-01-12,0.528,0.962,7,-3.021,1,0.137,0.0867,0.000253,0.446,0.129,155.027
1,170813,2021-04-05,0.658,0.634,1,-5.797,0,0.0413,0.0106,0.0,0.132,0.29,139.98
1,149533,2010-12-21,0.526,0.855,1,-6.592,1,0.0561,0.000797,1.5e-06,0.0688,0.713,133.948
1,246813,2020-10-30,0.524,0.807,2,-4.16,1,0.0579,0.00415,0.000834,0.212,0.62,124.127
1,126987,2014-08-21,0.6,0.258,0,-17.883,0,0.1,0.813,0.0,0.0844,0.77,89.708
1,176000,2015-11-11,0.698,0.716,7,-7.327,0,0.0581,0.00328,0.000143,0.104,0.117,98.019
1,213440,2016-06-24,0.408,0.967,9,-4.075,1,0.214,0.000153,0.00299,0.142,0.434,86.986
1,230000,2015-11-11,0.699,0.605,1,-9.079,1,0.0549,0.0518,0.0,0.119,0.504,123.917
1,219953,2016-12-16,0.514,0.872,7,-1.628,0,0.0805,0.0153,0.0,0.437,0.264,128.1
1,126467,2011-06-13,0.66,0.47,5,-13.41,1,0.0335,0.679,0.0,0.257,0.908,98.525
1,234844,2016-12-16,0.417,0.803,2,-4.926,1,0.0419,0.00248,0.000236,0.542,0.43,127.943
1,203000,2015-12-11,0.681,0.608,3,-7.619,1,0.0315,0.0123,2.84e-05,0.128,0.698,123.936
1,152520,2018-06-22,0.483,0.299,7,-7.676,1,0.0264,0.844,0.0,0.156,0.3,86.823
1,230505,2016-12-10,0.42,0.134,8,-9.42,1,0.0335,0.599,4.85e-06,0.116,0.186,172.637
1,38120,2011-05-05,0.714,0.138,9,-20.271,1,0.929,0.623,0.0,0.201,0.11,120.696
1,189000,2021-01-05,0.631,0.853,8,-4.514,1,0.0912,0.0622,0.0,0.0603,0.614,103.834
1,226240,2018-10-26,0.235,0.944,2,-2.562,0,0.0724,5.92e-05,0.239,0.983,0.359,104.364
1,210125,2018-12-14,0.47,0.896,1,-3.692,1,0.0366,0.0585,0.00561,0.244,0.307,129.965
1,192800,2021-04-09,0.588,0.925,0,-5.584,1,0.16,0.0897,4.89e-06,0.0881,0.759,99.83
1,380787,2018-10-26,0.206,0.883,10,-3.079,1,0.0623,0.000223,0.00534,0.954,0.177,91.325
1,353182,2015-12-14,0.868,0.823,8,-5.382,1,0.0666,0.00546,0.123,0.11,0.681,121.002
1,194545,2014-01-03,0.485,0.949,4,-5.39,1,0.0483,0.0387,0.0548,0.0501,0.213,132.028
1,213000,2020-06-16,0.957,0.668,5,-9.093,0,0.069,0.0608,0.0,0.172,0.921,119.041
1,237088,2020-07-06,0.334,0.408,10,-9.75,0,0.0407,0.105,0.0,0.104,0.25,127.576
1,202314,2018-09-28,0.679,0.769,7,-3.405,1,0.0365,0.487,0.0,0.292,0.657,121.055
1,256253,2014-11-26,0.469,0.995,9,-5.498,1,0.0486,0.0233,0.397,0.703,0.513,130.015
1,203200,2013-12-15,0.43,0.888,5,-3.785,1,0.0547,0.00412,2.81e-05,0.169,0.0922,75.084
1,223343,2017-09-29,0.479,0.404,10,-9.723,1,0.0313,0.39,0.0687,0.122,0.0378,109.56
1,234000,2013,0.722,0.712,0,-6.987,0,0.0316,0.22,0.0,0.331,0.863,124.963
1,320856,2019-04-13,0.331,0.733,4,-10.704,1,0.0395,0.0506,0.0801,0.677,0.66,113.25
1,211644,2017-11-17,0.173,0.866,10,-4.689,1,0.0725,9.14e-05,3.46e-06,0.16,0.529,180.05
1,279006,2014-11-18,0.743,0.704,7,-4.367,1,0.0879,0.000601,0.0905,0.424,0.885,127.998
1,192800,2021-04-05,0.588,0.925,0,-5.584,1,0.16,0.0897,4.89e-06,0.0881,0.759,99.83
1,164000,2021-04-09,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031
1,188147,2016-12-16,0.788,0.563,1,-7.093,0,0.0447,0.122,0.000196,0.0946,0.349,124.995
1,147560,2013-03-22,0.708,0.951,5,-5.478,0,0.192,0.14,0.000734,0.858,0.811,127.577
1,233507,2013-04-23,0.205,0.121,5,-19.038,1,0.0383,0.974,0.237,0.103,0.101,150.641
1,220813,2011-06-21,0.463,0.526,4,-7.76,1,0.0353,0.544,1.17e-06,0.0878,0.807,169.959
1,165994,2019-01-15,0.633,0.674,9,-7.589,0,0.438,0.454,1.06e-06,0.574,0.826,119.418
1,187840,2018-10-26,0.262,0.984,7,-3.5,0,0.16,0.000324,8.77e-05,0.656,0.0962,119.918
1,185000,2015-12-08,0.75,0.651,2,-7.885,0,0.0327,0.11,1.18e-06,0.0728,0.578,117.993
1,94240,2013-12-03,0.123,0.156,11,-18.72,0,0.0518,0.992,0.227,0.176,0.0892,81.543
2,369171,2010-09-07,0.4,0.674,11,-12.591,1,0.0931,0.785,0.00279,0.946,0.547,115.197
2,201423,2016-12-03,0.515,0.957,7,-1.647,1,0.369,0.0777,0.000294,0.148,0.0744,155.192
2,450870,2013-02-17,0.701,0.721,9,-6.853,1,0.0419,0.000301,0.306,0.895,0.285,138.007
2,192800,2021-04-05,0.588,0.925,0,-5.584,1,0.16,0.0897,4.89e-06,0.0881,0.759,99.83
2,232000,2013-03-08,0.607,0.877,9,-5.786,0,0.0503,0.167,0.0141,0.0822,0.53,149.932
2,195556,2013-03-22,0.629,0.884,1,-6.182,0,0.108,0.0543,9.34e-05,0.09,0.66,134.966
2,216176,2014-12-19,0.453,0.953,3,-6.245,0,0.0539,0.0111,0.15,0.144,0.0472,136.023
2,410133,2011-12-05,0.48,0.847,6,-5.371,1,0.0349,0.0144,0.216,0.986,0.137,132.219
2,44973,2016-12-16,0.478,0.942,11,-7.326,0,0.0556,3.21e-05,1.51e-05,0.478,0.423,128.094
2,202571,2014-03-25,0.548,0.842,10,-4.716,1,0.0398,0.246,0.0,0.137,0.669,84.952
2,207874,2015-12-28,0.776,0.989,8,-0.834,1,0.318,0.00703,0.0023,0.3,0.464,127.053
2,247273,2013-01-03,0.545,0.706,1,-8.298,0,0.0332,0.00585,0.107,0.086,0.0941,132.011
2,592559,2010-09-07,0.52,0.639,2,-12.967,1,0.0446,0.608,0.211,0.708,0.767,92.625
2,237293,2011-12-19,0.585,0.823,5,-5.933,0,0.0403,0.00179,0.055,0.0816,0.0592,133.001
2,177390,2014-01-03,0.439,0.958,9,-2.963,1,0.0421,0.00115,0.0,0.361,0.195,128.012
2,286650,2010-01-26,0.258,0.397,2,-7.632,0,0.0323,0.924,9.9e-05,0.107,0.206,177.063
2,100307,2015-12-18,0.544,0.973,6,-5.728,0,0.0362,0.000943,0.0704,0.575,0.694,134.048
2,214893,2021-04-09,0.5,0.591,9,-9.381,0,0.0276,0.0724,0.064,0.16,0.405,140.902
2,353563,2016-12-23,0.515,0.694,6,-7.5,0,0.199,0.112,1.43e-05,0.936,0.668,78.282
2,244427,2010-12-28,0.817,0.529,8,-6.14,0,0.0338,0.346,0.0,0.0979,0.865,95.291
2,186906,2020-07-17,0.425,0.906,0,-6.067,0,0.0379,0.012,0.0,0.426,0.64,90.031
2,202500,2013-03-22,0.611,0.828,7,-9.133,0,0.0678,0.103,0.143,0.276,0.451,128.03
2,195556,2013-01-03,0.629,0.884,1,-6.182,0,0.108,0.0543,9.34e-05,0.09,0.66,134.966
2,200156,2014-12-19,0.577,0.962,8,-4.022,0,0.0497,0.00682,0.0634,0.638,0.296,131.914
2,161326,2018-06-29,0.629,0.71,7,-11.304,1,0.078,0.0146,3.11e-06,0.0641,0.941,124.589
