epoch,step,train_loss_epoch,train_loss_step,val_loss_epoch,val_loss_step
0,49,,2235.8134765625,,
0,99,,1646.6126708984375,,
,0,,,,2538.54443359375
,1,,,,2263.87158203125
,2,,,,2078.801513671875
,3,,,,1738.8916015625
,4,,,,1922.637939453125
,5,,,,1831.759521484375
,6,,,,2057.128173828125
,7,,,,1947.23388671875
,8,,,,2585.470703125
,9,,,,1991.15966796875
,10,,,,1718.250244140625
,11,,,,2460.138916015625
,12,,,,2231.3095703125
,13,,,,2187.0380859375
,14,,,,2024.43994140625
,15,,,,1944.246337890625
,16,,,,3013.769775390625
,17,,,,2179.92333984375
,18,,,,1750.563720703125
,19,,,,2023.017333984375
,20,,,,2484.979248046875
,21,,,,1900.724853515625
,22,,,,2388.4208984375
,23,,,,2023.643310546875
,24,,,,1866.59375
,25,,,,2341.29931640625
,26,,,,1719.5906982421875
,27,,,,2937.396484375
,28,,,,1867.6875
,29,,,,1534.6124267578125
,30,,,,1936.041259765625
,31,,,,1348.1956787109375
0,124,,,2106.439697265625,
0,124,2116.4638671875,,,
1,149,,2392.7587890625,,
1,199,,2806.78125,,
1,249,,2227.161865234375,,
,32,,,,2536.914794921875
,33,,,,2262.384033203125
,34,,,,2077.62548828125
,35,,,,1737.813232421875
,36,,,,1921.4403076171875
,37,,,,1830.601318359375
,38,,,,2055.65673828125
,39,,,,1946.7713623046875
,40,,,,2524.449951171875
,41,,,,1989.9010009765625
,42,,,,1717.27783203125
,43,,,,2458.8583984375
,44,,,,2229.94775390625
,45,,,,2185.6962890625
,46,,,,2023.20751953125
,47,,,,1943.236572265625
,48,,,,3012.28173828125
,49,,,,2178.617919921875
,50,,,,1749.7041015625
,51,,,,2021.531005859375
,52,,,,2484.2587890625
,53,,,,1899.592041015625
,54,,,,2386.6552734375
,55,,,,2022.5987548828125
,56,,,,1865.5914306640625
,57,,,,2340.533203125
,58,,,,1718.460205078125
,59,,,,2934.08642578125
,60,,,,1866.693603515625
,61,,,,1533.827880859375
,62,,,,1934.6541748046875
,63,,,,1347.5673828125
1,249,,,2103.288330078125,
1,249,2111.67724609375,,,
2,299,,2262.773681640625,,
