epoch,step,train_loss_epoch,train_loss_step,val_loss_epoch,val_loss_step
0,49,,12022.478515625,,
0,99,,12298.0185546875,,
0,149,,10755.794921875,,
0,199,,11344.91015625,,
,0,,,,8640.919921875
,1,,,,12432.07421875
,2,,,,11744.1171875
,3,,,,11599.578125
,4,,,,9232.826171875
,5,,,,9798.87890625
,6,,,,13161.9296875
,7,,,,11175.505859375
,8,,,,11589.25
,9,,,,10196.6875
,10,,,,12391.6640625
,11,,,,14279.34375
,12,,,,11382.8701171875
,13,,,,14547.2724609375
,14,,,,16494.0546875
,15,,,,13708.015625
,16,,,,10932.154296875
,17,,,,13392.58203125
,18,,,,12962.2734375
,19,,,,12006.595703125
,20,,,,12089.619140625
,21,,,,14615.943359375
,22,,,,13565.357421875
,23,,,,10883.365234375
,24,,,,13078.099609375
,25,,,,10382.9453125
,26,,,,16894.01171875
,27,,,,12850.6826171875
,28,,,,11277.736328125
,29,,,,12030.107421875
,30,,,,13950.482421875
,31,,,,11516.68359375
,32,,,,12790.3359375
,33,,,,11273.9052734375
,34,,,,14705.71875
,35,,,,13814.8251953125
,36,,,,11498.9140625
,37,,,,14557.181640625
,38,,,,11909.685546875
,39,,,,11127.216796875
,40,,,,14327.5
,41,,,,14351.5029296875
,42,,,,15278.306640625
,43,,,,10961.7724609375
,44,,,,15399.033203125
,45,,,,14168.01953125
,46,,,,14805.60546875
,47,,,,13757.2783203125
,48,,,,11323.7177734375
,49,,,,13373.48828125
,50,,,,14366.634765625
,51,,,,10870.51953125
,52,,,,15916.6787109375
,53,,,,14433.365234375
,54,,,,10372.9326171875
,55,,,,10953.287109375
,56,,,,12602.9697265625
,57,,,,9317.212890625
,58,,,,12126.8974609375
,59,,,,9765.884765625
,60,,,,11848.5107421875
,61,,,,16740.44921875
0,244,,,12585.4326171875,
0,244,12708.01953125,,,
1,249,,12356.99609375,,
1,299,,11886.474609375,,
1,349,,13090.7294921875,,
1,399,,9598.986328125,,
1,449,,12701.3134765625,,
,62,,,,8619.630859375
,63,,,,12399.201171875
,64,,,,11710.2470703125
,65,,,,11564.701171875
,66,,,,9206.8291015625
,67,,,,9769.744140625
,68,,,,13121.509765625
,69,,,,11146.39453125
,70,,,,11559.3974609375
,71,,,,10167.345703125
,72,,,,12355.9130859375
,73,,,,14242.9404296875
,74,,,,11352.462890625
,75,,,,14503.4853515625
,76,,,,16449.6796875
,77,,,,13664.98828125
,78,,,,10901.001953125
,79,,,,13353.73046875
,80,,,,12926.3984375
,81,,,,11970.63671875
,82,,,,12051.958984375
,83,,,,14573.177734375
,84,,,,13531.5986328125
,85,,,,10849.431640625
,86,,,,13038.673828125
,87,,,,10354.486328125
,88,,,,16846.771484375
,89,,,,12811.625
,90,,,,11250.611328125
,91,,,,11999.650390625
,92,,,,13909.97265625
,93,,,,11483.9482421875
,94,,,,12754.642578125
,95,,,,11239.759765625
,96,,,,14661.935546875
,97,,,,13774.6044921875
,98,,,,11464.6708984375
,99,,,,14511.734375
,100,,,,11871.0546875
,101,,,,11095.4609375
,102,,,,14285.357421875
,103,,,,14308.8203125
,104,,,,15236.49609375
,105,,,,10930.423828125
,106,,,,15354.9658203125
,107,,,,14128.5205078125
,108,,,,14766.1318359375
,109,,,,13723.109375
,110,,,,11293.6669921875
,111,,,,13333.314453125
,112,,,,14327.396484375
,113,,,,10838.255859375
,114,,,,15870.296875
,115,,,,14392.4404296875
,116,,,,10345.41015625
,117,,,,10921.6572265625
,118,,,,12566.396484375
,119,,,,9292.640625
,120,,,,12089.6650390625
,121,,,,9735.7529296875
,122,,,,11815.7919921875
,123,,,,16696.982421875
1,489,,,12549.6025390625,
1,489,12425.96484375,,,
2,499,,11477.509765625,,
2,549,,14870.8154296875,,
2,599,,12228.421875,,
2,649,,17416.29296875,,
2,699,,11860.404296875,,
,124,,,,8601.73046875
,125,,,,12369.861328125
,126,,,,11683.521484375
,127,,,,11533.435546875
,128,,,,9190.83203125
,129,,,,9753.404296875
,130,,,,13083.8427734375
,131,,,,11117.724609375
,132,,,,11530.314453125
,133,,,,10147.904296875
,134,,,,12323.611328125
,135,,,,14204.775390625
,136,,,,11333.89453125
,137,,,,14460.712890625
,138,,,,16404.244140625
,139,,,,13628.03125
,140,,,,10874.896484375
